university_id,year,source,total_students,students_per_staff,international_student_percentage,international_student_is_true_percentage,international_student_score_qs,faculty_student_score_qs
U03373,2023,WUR_2023,7121.0,10.9,17.0,True,,
U03374,2023,WUR_2023,36512.0,18.5,14.0,True,,
U03375,2023,WUR_2023,26871.0,23.6,7.0,True,,
U03376,2023,WUR_2023,2851.0,10.2,32.0,True,,
U03377,2023,WUR_2023,20285.0,27.8,46.0,True,,
U03378,2023,WUR_2023,29327.0,13.2,12.0,True,,
U03379,2023,WUR_2023,53755.0,22.4,13.0,True,,
U03380,2023,WUR_2023,3641.0,10.8,14.0,True,,
U03381,2023,WUR_2023,27393.0,18.0,15.0,True,,
U03382,2023,WUR_2023,9185.0,20.1,10.0,True,,
U03383,2023,WUR_2023,17224.0,3.8,8.0,True,,
U03384,2023,WUR_2023,16901.0,14.8,28.0,True,,
U03385,2023,WUR_2023,40179.0,20.1,15.0,True,,
U03386,2023,WUR_2023,10134.0,19.8,7.0,True,,
U03387,2023,WUR_2023,37532.0,25.4,18.0,True,,
U03388,2023,WUR_2023,2757.0,22.9,8.0,True,,
U03389,2023,WUR_2023,8065.0,12.2,34.0,True,,
U03390,2023,WUR_2023,10798.0,7.4,7.0,True,,
U03391,2023,WUR_2023,23490.0,32.9,21.0,True,,
U03392,2023,WUR_2023,25411.0,10.6,22.0,True,,
U03393,2023,WUR_2023,16054.0,26.5,19.0,True,,
U03394,2023,WUR_2023,5946.0,9.1,10.0,True,,
U03395,2023,WUR_2023,27308.0,16.7,4.0,True,,
U03396,2023,WUR_2023,12635.0,20.1,14.0,True,,
U03397,2023,WUR_2023,28451.0,35.5,0.0,True,,
U03398,2023,WUR_2023,11213.0,22.2,21.0,True,,
U03399,2023,WUR_2023,18759.0,30.4,28.0,True,,
U03400,2023,WUR_2023,3721.0,11.5,11.0,True,,
U03401,2023,WUR_2023,10291.0,20.6,8.0,True,,
U03402,2023,WUR_2023,43110.0,10.8,3.0,True,,
U03403,2023,WUR_2023,1436.0,7.7,33.0,True,,
U03404,2023,WUR_2023,7891.0,9.5,7.0,True,,
U03405,2023,WUR_2023,3029.0,8.8,22.0,True,,
U03406,2023,WUR_2023,3181.0,10.5,2.0,True,,
U03407,2023,WUR_2023,7839.0,26.1,7.0,True,,
U03408,2023,WUR_2023,21910.0,26.8,21.0,True,,
U03409,2023,WUR_2023,18320.0,9.8,18.0,True,,
U03410,2023,WUR_2023,7845.0,15.1,1.0,True,,
U03411,2023,WUR_2023,2250.0,10.5,30.0,True,,
U03412,2023,WUR_2023,2757.0,2.1,1.0,True,,
U03413,2023,WUR_2023,4216.0,4.6,7.0,True,,
U03414,2023,WUR_2023,25464.0,21.6,20.0,True,,
U03415,2023,WUR_2023,13012.0,15.3,5.0,True,,
U03416,2023,WUR_2023,3873.0,20.0,4.0,True,,
U03417,2023,WUR_2023,6769.0,9.4,14.0,True,,
U03418,2023,WUR_2023,4831.0,15.7,0.0,True,,
U03419,2023,WUR_2023,3500.0,7.4,1.0,True,,
U03420,2023,WUR_2023,31877.0,46.7,2.0,True,,
U03421,2023,WUR_2023,4102.0,11.8,0.0,True,,
U03422,2023,WUR_2023,6180.0,28.7,0.0,True,,
U03423,2023,WUR_2023,31199.0,17.8,3.0,True,,
U03424,2023,WUR_2023,7113.0,25.4,1.0,True,,
U03425,2023,WUR_2023,26902.0,21.2,3.0,True,,
U03426,2023,WUR_2023,29351.0,17.7,6.0,True,,
U03427,2023,WUR_2023,6875.0,20.1,13.0,True,,
U03428,2023,WUR_2023,34637.0,22.7,1.0,True,,
U03429,2023,WUR_2023,20507.0,32.6,5.0,True,,
U03430,2023,WUR_2023,20079.0,14.6,20.0,True,,
U03431,2023,WUR_2023,13918.0,22.0,46.0,True,,
U03432,2023,WUR_2023,2148.0,11.5,16.0,True,,
U03433,2023,WUR_2023,26568.0,13.0,3.0,True,,
U03434,2023,WUR_2023,35795.0,30.1,2.0,True,,
U03435,2023,WUR_2023,1855.0,14.6,2.0,True,,
U03436,2023,WUR_2023,23383.0,31.2,12.0,True,,
U03437,2023,WUR_2023,3626.0,11.3,3.0,True,,
U03438,2023,WUR_2023,24909.0,16.8,10.0,True,,
U03439,2023,WUR_2023,3181.0,2.0,9.0,True,,
U03440,2023,WUR_2023,10005.0,15.2,5.0,True,,
U03441,2023,WUR_2023,9703.0,69.2,12.0,True,,
U03442,2023,WUR_2023,2598.0,9.2,1.0,True,,
U03443,2023,WUR_2023,2272.0,9.1,4.0,True,,
U03444,2023,WUR_2023,3819.0,20.0,10.0,True,,
U03445,2023,WUR_2023,20432.0,10.7,6.0,True,,
U03446,2023,WUR_2023,1325.0,5.3,8.0,True,,
U03447,2023,WUR_2023,27878.0,25.3,1.0,True,,
U03448,2023,WUR_2023,4407.0,12.0,10.0,True,,
U03449,2023,WUR_2023,10327.0,17.7,31.0,True,,
U03450,2023,WUR_2023,18218.0,12.6,11.0,True,,
U03451,2023,WUR_2023,4644.0,12.0,2.0,True,,
U03452,2023,WUR_2023,8089.0,10.9,8.0,True,,
U03453,2023,WUR_2023,44036.0,29.1,28.0,True,,
U03454,2023,WUR_2023,23922.0,23.9,10.0,True,,
U03455,2023,WUR_2023,18491.0,40.2,4.0,True,,
U03456,2023,WUR_2023,22723.0,16.2,4.0,True,,
U03457,2023,WUR_2023,1730.0,15.7,43.0,True,,
U03458,2023,WUR_2023,33342.0,15.3,1.0,True,,
U03459,2023,WUR_2023,31723.0,20.2,20.0,True,,
U03460,2023,WUR_2023,30084.0,24.7,1.0,True,,
U03461,2023,WUR_2023,27063.0,36.5,1.0,True,,
U03462,2023,WUR_2023,1115.0,9.9,25.0,True,,
U03463,2023,WUR_2023,108889.0,19.8,14.0,True,,
U03464,2023,WUR_2023,6880.0,15.6,14.0,True,,
U03465,2023,WUR_2023,21219.0,27.3,0.0,True,,
U03466,2023,WUR_2023,3125.0,46.6,3.0,True,,
U03467,2023,WUR_2023,2339.0,13.6,0.0,True,,
U03468,2023,WUR_2023,9789.0,27.0,6.0,True,,
U03469,2023,WUR_2023,1862.0,18.1,7.0,True,,
U03470,2023,WUR_2023,21971.0,17.7,0.0,True,,
U03471,2023,WUR_2023,1556.0,21.6,84.0,True,,
U03472,2023,WUR_2023,30473.0,16.3,0.0,True,,
U03473,2023,WUR_2023,62533.0,26.1,2.0,True,,
U03474,2023,WUR_2023,3419.0,12.8,2.0,True,,
U03475,2023,WUR_2023,5759.0,9.6,12.0,True,,
U03476,2023,WUR_2023,75291.0,29.6,14.0,True,,
U03477,2023,WUR_2023,22520.0,22.2,2.0,True,,
U03478,2023,WUR_2023,4148.0,11.1,21.0,True,,
U03479,2023,WUR_2023,4696.0,11.3,54.0,True,,
U03480,2023,WUR_2023,22500.0,16.2,22.0,True,,
U03481,2023,WUR_2023,32319.0,100.5,6.0,True,,
U03482,2023,WUR_2023,15065.0,37.9,2.0,True,,
U03483,2023,WUR_2023,12394.0,7.4,1.0,True,,
U03484,2023,WUR_2023,1437.0,13.8,0.0,True,,
U03485,2023,WUR_2023,33025.0,15.6,5.0,True,,
U03486,2023,WUR_2023,23330.0,16.4,2.0,True,,
U03487,2023,WUR_2023,6272.0,20.0,4.0,True,,
U03488,2023,WUR_2023,12326.0,18.5,5.0,True,,
U03489,2023,WUR_2023,14377.0,10.1,10.0,True,,
U03490,2023,WUR_2023,50575.0,14.3,14.0,True,,
U03491,2023,WUR_2023,6472.0,14.0,20.0,True,,
U03492,2023,WUR_2023,24811.0,17.0,1.0,True,,
U03493,2023,WUR_2023,16903.0,21.2,1.0,True,,
U03494,2023,WUR_2023,26928.0,11.7,7.0,True,,
U03495,2023,WUR_2023,10314.0,20.9,0.0,True,,
U03496,2023,WUR_2023,5399.0,17.6,10.0,True,,
U03497,2023,WUR_2023,8601.0,11.6,2.0,True,,
U03498,2023,WUR_2023,14292.0,37.1,7.0,True,,
U03499,2023,WUR_2023,8083.0,20.4,2.0,True,,
U03500,2023,WUR_2023,25207.0,19.4,4.0,True,,
U03501,2023,WUR_2023,7350.0,26.2,0.0,True,,
U03502,2023,WUR_2023,17813.0,47.2,18.0,True,,
U03503,2023,WUR_2023,19573.0,22.2,1.0,True,,
U03504,2023,WUR_2023,29905.0,21.6,2.0,True,,
U03505,2023,WUR_2023,110645.0,32.5,3.0,True,,
U03506,2023,WUR_2023,67049.0,37.3,11.0,True,,
U03507,2023,WUR_2023,8129.0,27.9,10.0,True,,
U03508,2023,WUR_2023,15245.0,18.4,22.0,True,,
U03509,2023,WUR_2023,15254.0,4.9,5.0,True,,
U03510,2023,WUR_2023,15453.0,20.7,26.0,True,,
U03511,2023,WUR_2023,40696.0,19.9,3.0,True,,
U03512,2023,WUR_2023,16847.0,13.5,10.0,True,,
U03513,2023,WUR_2023,31545.0,13.4,2.0,True,,
U03514,2023,WUR_2023,8362.0,15.5,1.0,True,,
U03515,2023,WUR_2023,3280.0,16.9,14.0,True,,
U03516,2023,WUR_2023,11196.0,22.3,3.0,True,,
U03517,2023,WUR_2023,15933.0,15.9,3.0,True,,
U03518,2023,WUR_2023,7249.0,6.8,3.0,True,,
U03519,2023,WUR_2023,45256.0,26.1,0.0,True,,
U03520,2023,WUR_2023,5290.0,19.3,2.0,True,,
U03521,2023,WUR_2023,830.0,8.1,5.0,True,,
U03522,2023,WUR_2023,30190.0,17.5,9.0,True,,
U03523,2023,WUR_2023,44786.0,16.8,0.0,True,,
U03524,2023,WUR_2023,11684.0,22.2,52.0,True,,
U03525,2023,WUR_2023,23416.0,32.4,2.0,True,,
U03526,2023,WUR_2023,37465.0,13.2,7.0,True,,
U03527,2023,WUR_2023,7823.0,14.3,1.0,True,,
U03528,2023,WUR_2023,12531.0,12.4,17.0,True,,
U03529,2023,WUR_2023,36701.0,19.4,0.0,True,,
U03530,2023,WUR_2023,12891.0,1.7,2.0,True,,
U03531,2023,WUR_2023,4668.0,28.9,23.0,True,,
U03532,2023,WUR_2023,12145.0,26.5,0.0,True,,
U03533,2023,WUR_2023,6279.0,8.0,2.0,True,,
U03534,2023,WUR_2023,2687.0,13.0,4.0,True,,
U03535,2023,WUR_2023,2399.0,23.1,2.0,True,,
U03536,2023,WUR_2023,8840.0,8.3,5.0,True,,
U03537,2023,WUR_2023,9636.0,20.0,3.0,True,,
U03538,2023,WUR_2023,35687.0,9.5,6.0,True,,
U03539,2023,WUR_2023,29167.0,25.1,15.0,True,,
U03540,2023,WUR_2023,6762.0,13.0,14.0,True,,
U03541,2023,WUR_2023,30380.0,13.4,13.0,True,,
U03542,2023,WUR_2023,8572.0,28.8,22.0,True,,
U03543,2023,WUR_2023,7365.0,8.8,3.0,True,,
U03544,2023,WUR_2023,1086.0,1.3,2.0,True,,
U03545,2023,WUR_2023,8190.0,27.2,3.0,True,,
U03546,2023,WUR_2023,24796.0,12.3,9.0,True,,
U03547,2023,WUR_2023,7870.0,11.3,1.0,True,,
U03548,2023,WUR_2023,5053.0,14.5,1.0,True,,
U03549,2023,WUR_2023,12924.0,34.6,5.0,True,,
U03550,2023,WUR_2023,14733.0,25.1,20.0,True,,
U03551,2023,WUR_2023,61210.0,20.2,17.0,True,,
U03552,2023,WUR_2023,9053.0,13.3,10.0,True,,
U03553,2023,WUR_2023,20844.0,14.2,2.0,True,,
U03554,2023,WUR_2023,7757.0,27.1,1.0,True,,
U03555,2023,WUR_2023,10544.0,22.4,5.0,True,,
U03556,2023,WUR_2023,9148.0,9.7,4.0,True,,
U03557,2023,WUR_2023,10294.0,8.6,10.0,True,,
U03558,2023,WUR_2023,16098.0,14.9,21.0,True,,
U03559,2023,WUR_2023,75566.0,17.9,1.0,True,,
U03560,2023,WUR_2023,25113.0,11.8,4.0,True,,
U03561,2023,WUR_2023,11435.0,28.7,0.0,True,,
U03562,2023,WUR_2023,29369.0,21.8,3.0,True,,
U03563,2023,WUR_2023,36281.0,24.0,11.0,True,,
U03564,2023,WUR_2023,20080.0,15.1,12.0,True,,
U03565,2023,WUR_2023,3900.0,13.9,3.0,True,,
U03566,2023,WUR_2023,9135.0,21.8,6.0,True,,
U03567,2023,WUR_2023,20103.0,24.5,83.0,True,,
U03568,2023,WUR_2023,26730.0,23.2,4.0,True,,
U03569,2023,WUR_2023,8661.0,14.7,15.0,True,,
U03570,2023,WUR_2023,20996.0,17.8,23.0,True,,
U03571,2023,WUR_2023,1157.0,2.5,2.0,True,,
U03572,2023,WUR_2023,8969.0,28.6,8.0,True,,
U03573,2023,WUR_2023,68390.0,31.6,8.0,True,,
U03574,2023,WUR_2023,24943.0,25.1,6.0,True,,
U03575,2023,WUR_2023,9998.0,43.1,1.0,True,,
U03576,2023,WUR_2023,29428.0,30.4,14.0,True,,
U03577,2023,WUR_2023,27117.0,12.2,2.0,True,,
U03578,2023,WUR_2023,42667.0,15.2,2.0,True,,
U03579,2023,WUR_2023,8512.0,19.5,28.0,True,,
U03580,2023,WUR_2023,23590.0,21.5,0.0,True,,
U03581,2023,WUR_2023,12975.0,12.6,13.0,True,,
U03582,2023,WUR_2023,2944.0,15.4,2.0,True,,
U03583,2023,WUR_2023,24713.0,14.5,9.0,True,,
U03584,2023,WUR_2023,33663.0,35.1,2.0,True,,
U03585,2023,WUR_2023,47989.0,15.5,5.0,True,,
U03586,2023,WUR_2023,51028.0,19.8,21.0,True,,
U03587,2023,WUR_2023,22148.0,68.4,1.0,True,,
U03588,2023,WUR_2023,1217.0,12.1,9.0,True,,
U03589,2023,WUR_2023,15941.0,10.2,24.0,True,,
U03590,2023,WUR_2023,5921.0,13.7,5.0,True,,
U03591,2023,WUR_2023,17491.0,6.5,30.0,True,,
U03592,2023,WUR_2023,11493.0,11.8,8.0,True,,
U03593,2023,WUR_2023,13175.0,29.6,59.0,True,,
U03594,2023,WUR_2023,7861.0,17.0,22.0,True,,
U03595,2023,WUR_2023,82124.0,28.3,1.0,True,,
U03596,2023,WUR_2023,22115.0,60.9,7.0,True,,
U03597,2023,WUR_2023,4097.0,18.8,0.0,True,,
U03598,2023,WUR_2023,12614.0,22.3,3.0,True,,
U03599,2023,WUR_2023,9332.0,12.8,8.0,True,,
U03600,2023,WUR_2023,2550.0,17.2,0.0,True,,
U03601,2023,WUR_2023,22762.0,16.3,2.0,True,,
U03602,2023,WUR_2023,17001.0,17.4,4.0,True,,
U03603,2023,WUR_2023,34095.0,11.5,3.0,True,,
U03604,2023,WUR_2023,36630.0,20.9,15.0,True,,
U03605,2023,WUR_2023,32820.0,16.1,47.0,True,,
U03606,2023,WUR_2023,11183.0,16.5,11.0,True,,
U03607,2023,WUR_2023,17613.0,16.0,2.0,True,,
U03608,2023,WUR_2023,21552.0,35.5,8.0,True,,
U03609,2023,WUR_2023,10990.0,15.4,7.0,True,,
U03610,2023,WUR_2023,8680.0,20.7,1.0,True,,
U03611,2023,WUR_2023,40998.0,12.9,1.0,True,,
U03612,2023,WUR_2023,26327.0,15.8,0.0,True,,
U03613,2023,WUR_2023,39961.0,20.6,5.0,True,,
U03614,2023,WUR_2023,9342.0,16.8,1.0,True,,
U03615,2023,WUR_2023,24191.0,18.7,10.0,True,,
U03616,2023,WUR_2023,11292.0,31.8,1.0,True,,
U03617,2023,WUR_2023,3082.0,3.8,1.0,True,,
U03618,2023,WUR_2023,39987.0,16.8,1.0,True,,
U03619,2023,WUR_2023,14011.0,21.1,15.0,True,,
U03620,2023,WUR_2023,46040.0,18.1,0.0,True,,
U03621,2023,WUR_2023,2203.0,17.9,0.0,True,,
U03622,2023,WUR_2023,1782.0,15.1,1.0,True,,
U03623,2023,WUR_2023,5172.0,14.0,34.0,True,,
U03624,2023,WUR_2023,9374.0,24.9,17.0,True,,
U03625,2023,WUR_2023,35698.0,28.5,0.0,True,,
U03626,2023,WUR_2023,10536.0,13.4,3.0,True,,
U03627,2023,WUR_2023,8017.0,7.9,33.0,True,,
U03628,2023,WUR_2023,13767.0,16.4,9.0,True,,
U03629,2023,WUR_2023,5980.0,4.6,3.0,True,,
U03630,2023,WUR_2023,9698.0,14.0,,True,,
U03631,2023,WUR_2023,5226.0,3.4,2.0,True,,
U03632,2023,WUR_2023,14975.0,19.4,43.0,True,,
U03633,2023,WUR_2023,17801.0,14.5,2.0,True,,
U03634,2023,WUR_2023,5062.0,7.6,2.0,True,,
U03635,2023,WUR_2023,24680.0,15.2,15.0,True,,
U03636,2023,WUR_2023,18892.0,20.2,13.0,True,,
U03637,2023,WUR_2023,27149.0,14.8,2.0,True,,
U03638,2023,WUR_2023,8365.0,25.8,21.0,True,,
U03639,2023,WUR_2023,18270.0,12.8,5.0,True,,
U03640,2023,WUR_2023,6167.0,8.6,22.0,True,,
U03641,2023,WUR_2023,9164.0,15.4,10.0,True,,
U03642,2023,WUR_2023,33469.0,14.8,6.0,True,,
U03643,2023,WUR_2023,13802.0,21.0,4.0,True,,
U03644,2023,WUR_2023,23002.0,9.0,12.0,True,,
U03645,2023,WUR_2023,6344.0,5.6,16.0,True,,
U03646,2023,WUR_2023,6365.0,15.8,5.0,True,,
U03647,2023,WUR_2023,14094.0,16.0,3.0,True,,
U03648,2023,WUR_2023,15735.0,14.3,10.0,True,,
U03649,2023,WUR_2023,6753.0,20.8,12.0,True,,
U03650,2023,WUR_2023,32318.0,17.6,1.0,True,,
U03651,2023,WUR_2023,33008.0,16.7,3.0,True,,
U03652,2023,WUR_2023,38866.0,13.5,3.0,True,,
U03653,2023,WUR_2023,6382.0,18.9,27.0,True,,
U03654,2023,WUR_2023,809.0,15.3,13.0,True,,
U03655,2023,WUR_2023,11737.0,9.4,5.0,True,,
U03656,2023,WUR_2023,10699.0,12.2,16.0,True,,
U03657,2023,WUR_2023,3823.0,20.7,0.0,True,,
U03658,2023,WUR_2023,12285.0,16.0,6.0,True,,
U03659,2023,WUR_2023,905.0,0.9,0.0,True,,
U03660,2023,WUR_2023,39155.0,14.8,2.0,True,,
U03661,2023,WUR_2023,30310.0,18.7,4.0,True,,
U03662,2023,WUR_2023,3008.0,15.6,11.0,True,,
U03663,2023,WUR_2023,13768.0,14.4,7.0,True,,
U03664,2023,WUR_2023,18368.0,17.5,3.0,True,,
U03665,2023,WUR_2023,5958.0,27.2,7.0,True,,
U03666,2023,WUR_2023,12849.0,14.4,18.0,True,,
U03667,2023,WUR_2023,22280.0,9.5,14.0,True,,
U03668,2023,WUR_2023,23406.0,12.7,14.0,True,,
U03669,2023,WUR_2023,13453.0,18.7,3.0,True,,
U03670,2023,WUR_2023,14096.0,21.3,1.0,True,,
U03671,2023,WUR_2023,27346.0,14.2,2.0,True,,
U03672,2023,WUR_2023,28275.0,18.5,11.0,True,,
U03673,2023,WUR_2023,7780.0,16.2,33.0,True,,
U03674,2023,WUR_2023,33264.0,47.7,5.0,True,,
U03675,2023,WUR_2023,6100.0,15.8,16.0,True,,
U03676,2023,WUR_2023,13608.0,22.6,1.0,True,,
U03677,2023,WUR_2023,7643.0,25.5,1.0,True,,
U03678,2023,WUR_2023,14119.0,12.2,1.0,True,,
U03679,2023,WUR_2023,10228.0,10.4,3.0,True,,
U03680,2023,WUR_2023,12633.0,26.4,12.0,True,,
U03681,2023,WUR_2023,8763.0,13.8,7.0,True,,
U03682,2023,WUR_2023,30041.0,16.4,3.0,True,,
U03683,2023,WUR_2023,10130.0,13.8,7.0,True,,
U03684,2023,WUR_2023,16305.0,13.0,6.0,True,,
U03685,2023,WUR_2023,10321.0,6.9,0.0,True,,
U03686,2023,WUR_2023,17908.0,30.2,7.0,True,,
U03687,2023,WUR_2023,21962.0,30.2,2.0,True,,
U03688,2023,WUR_2023,36218.0,42.4,8.0,True,,
U03689,2023,WUR_2023,460632.0,30.9,0.0,True,,
U03690,2023,WUR_2023,15336.0,42.1,6.0,True,,
U03691,2023,WUR_2023,33416.0,17.0,4.0,True,,
U03692,2023,WUR_2023,19243.0,11.2,5.0,True,,
U03693,2023,WUR_2023,7290.0,16.8,10.0,True,,
U03694,2023,WUR_2023,19218.0,19.3,5.0,True,,
U03695,2023,WUR_2023,31066.0,13.3,11.0,True,,
U03696,2023,WUR_2023,1184.0,11.6,0.0,True,,
U03697,2023,WUR_2023,17260.0,21.3,3.0,True,,
U03698,2023,WUR_2023,14937.0,12.2,5.0,True,,
U03699,2023,WUR_2023,8443.0,14.0,22.0,True,,
U03700,2023,WUR_2023,13050.0,17.5,12.0,True,,
U03701,2023,WUR_2023,26521.0,15.9,0.0,True,,
U03702,2023,WUR_2023,15312.0,12.7,1.0,True,,
U03703,2023,WUR_2023,6230.0,16.5,14.0,True,,
U03704,2023,WUR_2023,8325.0,11.1,7.0,True,,
U03705,2023,WUR_2023,74001.0,21.8,0.0,True,,
U03706,2023,WUR_2023,44410.0,25.9,0.0,True,,
U03707,2023,WUR_2023,13063.0,17.6,4.0,True,,
U03708,2023,WUR_2023,15199.0,15.7,4.0,True,,
U03709,2023,WUR_2023,8845.0,19.4,32.0,True,,
U03710,2023,WUR_2023,7599.0,13.5,5.0,True,,
U03711,2023,WUR_2023,19119.0,15.6,0.0,True,,
U03712,2023,WUR_2023,9380.0,18.6,22.0,True,,
U03713,2023,WUR_2023,18133.0,11.0,17.0,True,,
U03714,2023,WUR_2023,4466.0,10.0,9.0,True,,
U03715,2023,WUR_2023,22524.0,12.8,8.0,True,,
U03716,2023,WUR_2023,10727.0,19.5,15.0,True,,
U03717,2023,WUR_2023,7016.0,12.1,5.0,True,,
U03718,2023,WUR_2023,37286.0,15.5,5.0,True,,
U03719,2023,WUR_2023,16758.0,16.6,1.0,True,,
U03720,2023,WUR_2023,24270.0,22.4,2.0,True,,
U03721,2023,WUR_2023,24436.0,19.9,6.0,True,,
U03722,2023,WUR_2023,9641.0,14.9,4.0,True,,
U03723,2023,WUR_2023,29045.0,17.7,22.0,True,,
U03724,2023,WUR_2023,5016.0,23.7,0.0,True,,
U03725,2023,WUR_2023,2108.0,14.3,26.0,True,,
U03726,2023,WUR_2023,42008.0,15.6,3.0,True,,
U03727,2023,WUR_2023,10684.0,10.7,32.0,True,,
U03728,2023,WUR_2023,20509.0,11.2,2.0,True,,
U03729,2023,WUR_2023,45747.0,11.4,1.0,True,,
U03730,2023,WUR_2023,19593.0,21.1,0.0,True,,
U03731,2023,WUR_2023,5091.0,14.9,25.0,True,,
U03732,2023,WUR_2023,21115.0,18.5,0.0,True,,
U03733,2023,WUR_2023,29188.0,16.9,1.0,True,,
U03734,2023,WUR_2023,39172.0,19.8,2.0,True,,
U03735,2023,WUR_2023,11975.0,23.5,0.0,True,,
U03736,2023,WUR_2023,6420.0,19.3,0.0,True,,
U03737,2023,WUR_2023,7940.0,19.8,4.0,True,,
U03738,2023,WUR_2023,1204.0,4.6,2.0,True,,
U03739,2023,WUR_2023,31351.0,17.2,18.0,True,,
U03740,2023,WUR_2023,937.0,2.2,0.0,True,,
U03741,2023,WUR_2023,51802.0,71.9,3.0,True,,
U03742,2023,WUR_2023,16196.0,10.2,3.0,True,,
U03743,2023,WUR_2023,5425.0,17.4,30.0,True,,
U03744,2023,WUR_2023,1484.0,16.1,21.0,True,,
U03745,2023,WUR_2023,1512.0,10.4,0.0,True,,
U03746,2023,WUR_2023,1563.0,12.3,0.0,True,,
U03747,2023,WUR_2023,7002.0,20.7,1.0,True,,
U03748,2023,WUR_2023,1587.0,11.6,1.0,True,,
U03749,2023,WUR_2023,41123.0,8.6,14.0,True,,
U03750,2023,WUR_2023,10102.0,10.2,2.0,True,,
U03751,2023,WUR_2023,25638.0,21.7,3.0,True,,
U03752,2023,WUR_2023,11495.0,14.6,10.0,True,,
U03753,2023,WUR_2023,26236.0,13.9,2.0,True,,
U03754,2023,WUR_2023,20453.0,19.9,7.0,True,,
U03755,2023,WUR_2023,29614.0,13.1,1.0,True,,
U03756,2023,WUR_2023,23978.0,14.3,2.0,True,,
U03757,2023,WUR_2023,24395.0,18.5,2.0,True,,
U03758,2023,WUR_2023,1093.0,0.9,0.0,True,,
U03759,2023,WUR_2023,6490.0,11.8,6.0,True,,
U03760,2023,WUR_2023,8403.0,26.6,2.0,True,,
U03761,2023,WUR_2023,1371.0,3.4,1.0,True,,
U03762,2023,WUR_2023,15612.0,16.9,8.0,True,,
U03763,2023,WUR_2023,2604.0,4.6,17.0,True,,
U03764,2023,WUR_2023,14828.0,15.3,5.0,True,,
U03765,2023,WUR_2023,9059.0,23.6,1.0,True,,
U03766,2023,WUR_2023,7544.0,10.7,22.0,True,,
U03767,2023,WUR_2023,16315.0,12.1,1.0,True,,
U03768,2023,WUR_2023,3146.0,19.9,0.0,True,,
U03769,2023,WUR_2023,110826.0,44.8,1.0,True,,
U03770,2023,WUR_2023,8710.0,21.5,1.0,True,,
U03771,2023,WUR_2023,13320.0,33.1,6.0,True,,
U03772,2023,WUR_2023,5494.0,12.7,8.0,True,,
U03773,2023,WUR_2023,100182.0,34.3,0.0,True,,
U03774,2023,WUR_2023,12276.0,17.0,7.0,True,,
U03775,2023,WUR_2023,6129.0,11.7,8.0,True,,
U03776,2023,WUR_2023,20660.0,8.6,4.0,True,,
U03777,2023,WUR_2023,172729.0,17.4,4.0,True,,
U03778,2023,WUR_2023,42188.0,15.8,1.0,True,,
U03779,2023,WUR_2023,7583.0,20.6,4.0,True,,
U03780,2023,WUR_2023,18420.0,13.4,13.0,True,,
U03781,2023,WUR_2023,15413.0,17.8,4.0,True,,
U03782,2023,WUR_2023,18599.0,11.6,2.0,True,,
U03783,2023,WUR_2023,6867.0,10.0,23.0,True,,
U03784,2023,WUR_2023,17711.0,12.6,23.0,True,,
U03785,2023,WUR_2023,11456.0,44.8,0.0,True,,
U03786,2023,WUR_2023,18743.0,16.9,7.0,True,,
U03787,2023,WUR_2023,29534.0,29.8,0.0,True,,
U03788,2023,WUR_2023,7806.0,11.2,8.0,True,,
U03789,2023,WUR_2023,47257.0,17.0,1.0,True,,
U03790,2023,WUR_2023,21018.0,17.0,6.0,True,,
U03791,2023,WUR_2023,8030.0,18.7,28.0,True,,
U03792,2023,WUR_2023,43160.0,20.3,7.0,True,,
U03793,2023,WUR_2023,17912.0,14.4,3.0,True,,
U03794,2023,WUR_2023,4595.0,24.5,0.0,True,,
U03795,2023,WUR_2023,23740.0,31.0,0.0,True,,
U03796,2023,WUR_2023,3536.0,8.3,7.0,True,,
U03797,2023,WUR_2023,49155.0,16.7,12.0,True,,
U03798,2023,WUR_2023,12850.0,8.7,3.0,True,,
U03799,2023,WUR_2023,7268.0,21.1,0.0,True,,
U03800,2023,WUR_2023,8221.0,21.1,1.0,True,,
U03801,2023,WUR_2023,23263.0,16.7,2.0,True,,
U03802,2023,WUR_2023,90045.0,53.3,2.0,True,,
U03803,2023,WUR_2023,13990.0,12.4,1.0,True,,
U03804,2023,WUR_2023,1746.0,10.9,2.0,True,,
U03805,2023,WUR_2023,60248.0,26.4,0.0,True,,
U03806,2023,WUR_2023,7129.0,14.7,3.0,True,,
U03807,2023,WUR_2023,12052.0,36.6,1.0,True,,
U03808,2023,WUR_2023,52035.0,30.0,1.0,True,,
U03809,2023,WUR_2023,15625.0,15.4,21.0,True,,
U03810,2023,WUR_2023,9239.0,24.8,14.0,True,,
U03811,2023,WUR_2023,833.0,0.9,1.0,True,,
U03812,2023,WUR_2023,12050.0,15.9,40.0,True,,
U03813,2023,WUR_2023,14522.0,37.6,8.0,True,,
U03814,2023,WUR_2023,6597.0,31.6,4.0,True,,
U03815,2023,WUR_2023,38976.0,15.6,16.0,True,,
U03816,2023,WUR_2023,13135.0,19.3,20.0,True,,
U03817,2023,WUR_2023,29420.0,23.5,3.0,True,,
U03818,2023,WUR_2023,1370.0,1.7,1.0,True,,
U03819,2023,WUR_2023,8829.0,10.6,6.0,True,,
U03820,2023,WUR_2023,489.0,9.4,2.0,True,,
U03821,2023,WUR_2023,7123.0,11.1,8.0,True,,
U03822,2023,WUR_2023,13910.0,27.2,2.0,True,,
