university_id,year,total_students,students_per_staff,international_student_percentage,stats_female_male_ratio,source,female_male_ratio
U1983,2023,833.0,0.9,1.0,,WUR 2023,39 : 61
U3170,2023,12050.0,15.9,40.0,,WUR 2023,60 : 40
U2012,2023,14522.0,37.6,8.0,,WUR 2023,78 : 22
U3175,2023,20023.0,12.5,22.0,,WUR 2023,55 : 45
U2024,2023,4178.0,9.6,16.0,,WUR 2023,71 : 29
U2061,2023,6597.0,31.6,4.0,,WUR 2023,37 : 63
U2069,2023,38976.0,15.6,16.0,,WUR 2023,32 : 68
U2080,2023,20686.0,18.7,21.0,,WUR 2023,44 : 56
U2087,2023,13135.0,19.3,20.0,,WUR 2023,57 : 43
U3200,2023,29420.0,23.5,3.0,,WUR 2023,60 : 40
U2126,2023,1370.0,1.7,1.0,,WUR 2023,45 : 55
U2127,2023,8829.0,10.6,6.0,,WUR 2023,39 : 61
U2148,2023,489.0,9.4,2.0,,WUR 2023,8 : 92
U3235,2023,7123.0,11.1,8.0,,WUR 2023,55 : 45
U2564,2023,18183.0,15.8,3.0,,WUR 2023,51 : 49
U3315,2023,13910.0,27.2,2.0,,WUR 2023,50 : 50
U3257,2023,7087.0,19.6,1.0,,WUR 2023,50 : 50
U3341,2023,48070.0,15.3,1.0,,WUR 2023,63 : 37
U3263,2023,17613.0,15.4,6.0,,WUR 2023,51 : 49
U3377,2023,46799.0,14.6,13.0,,WUR 2023,39 : 61
U3279,2023,16945.0,20.8,50.0,,WUR 2023,61 : 39
U3411,2023,55426.0,14.9,2.0,,WUR 2023,30 : 70
U3416,2023,37205.0,16.0,1.0,,WUR 2023,27 : 73
U3427,2023,36443.0,33.2,10.0,,WUR 2023,69 : 31
U3428,2023,5713.0,23.6,0.0,,WUR 2023,56 : 44
U3435,2023,25532.0,26.0,11.0,,WUR 2023,48 : 52
U3298,2023,28085.0,10.1,8.0,,WUR 2023,54 : 46
U3454,2023,22676.0,15.8,5.0,,WUR 2023,61 : 39
U3458,2023,32095.0,14.5,6.0,,WUR 2023,
U2864,2023,7545.0,13.4,3.0,,WUR 2023,35 : 65
U3299,2023,20598.0,23.9,0.0,,WUR 2023,51 : 49
U2448,2023,17530.0,20.1,1.0,,WUR 2023,67 : 33
U0008,2023,112677.0,88.2,1.0,,WUR 2023,50 : 50
U0019,2023,4872.0,7.9,7.0,,WUR 2023,38 : 62
U0018,2023,2784.0,6.1,3.0,,WUR 2023,74 : 26
U0026,2023,10573.0,25.7,5.0,,WUR 2023,38 : 62
U0031,2023,20240.0,12.7,3.0,,WUR 2023,35 : 65
U0036,2023,1323.0,2.9,1.0,,WUR 2023,57 : 43
U2454,2023,26142.0,7.7,2.0,,WUR 2023,66 : 34
U0046,2023,44434.0,32.7,3.0,,WUR 2023,33 : 67
U2640,2023,22094.0,14.4,10.0,,WUR 2023,58 : 42
U0126,2023,20815.0,17.0,3.0,,WUR 2023,53 : 47
U3202,2023,9405.0,18.9,3.0,,WUR 2023,58 : 42
U0127,2023,9048.0,13.2,6.0,,WUR 2023,49 : 51
U2203,2023,46325.0,19.5,4.0,,WUR 2023,54 : 46
U0138,2023,71311.0,15.2,5.0,,WUR 2023,46 : 54
U2646,2023,38437.0,21.5,0.0,,WUR 2023,51 : 49
U0149,2023,32049.0,13.8,12.0,,WUR 2023,33 : 67
U0155,2023,6379.0,21.3,6.0,,WUR 2023,67 : 33
U0157,2023,12418.0,20.7,0.0,,WUR 2023,49 : 51
U0176,2023,56419.0,30.2,3.0,,WUR 2023,51 : 49
U0193,2023,17434.0,17.5,1.0,,WUR 2023,53 : 47
U0221,2023,10092.0,17.1,5.0,,WUR 2023,100 : 0
U0223,2023,20915.0,13.9,2.0,,WUR 2023,44 : 56
U0225,2023,9918.0,17.3,1.0,,WUR 2023,34 : 66
U0226,2023,6268.0,13.0,0.0,,WUR 2023,22 : 78
U2673,2023,47468.0,25.2,0.0,,WUR 2023,50 : 50
U0263,2023,2904.0,9.5,6.0,,WUR 2023,71 : 29
U0274,2023,15331.0,14.3,4.0,,WUR 2023,41 : 59
U0294,2023,14642.0,16.8,6.0,,WUR 2023,50 : 50
U2691,2023,45737.0,15.2,1.0,,WUR 2023,52 : 48
U0300,2023,11042.0,16.2,3.0,,WUR 2023,46 : 54
U0301,2023,18762.0,16.6,23.0,,WUR 2023,29 : 71
U0306,2023,10838.0,23.4,1.0,,WUR 2023,56 : 44
U2698,2023,31267.0,32.7,2.0,,WUR 2023,68 : 32
U0309,2023,18728.0,17.0,12.0,,WUR 2023,31 : 69
U2700,2023,18672.0,16.8,9.0,,WUR 2023,56 : 44
U0330,2023,10740.0,17.8,14.0,,WUR 2023,69 : 31
U2727,2023,28962.0,9.9,1.0,,WUR 2023,67 : 33
U0343,2023,9782.0,7.1,4.0,,WUR 2023,60 : 40
U0345,2023,11343.0,20.4,3.0,,WUR 2023,47 : 53
U0372,2023,6326.0,26.5,1.0,,WUR 2023,90 : 10
U2736,2023,4006.0,8.0,22.0,,WUR 2023,58 : 42
U2737,2023,10435.0,18.0,15.0,,WUR 2023,68 : 32
U0407,2023,21073.0,27.3,3.0,,WUR 2023,48 : 52
U0414,2023,17219.0,14.2,5.0,,WUR 2023,44 : 56
U0415,2023,21244.0,20.7,4.0,,WUR 2023,47 : 53
U0417,2023,15037.0,31.3,9.0,,WUR 2023,46 : 54
U0432,2023,3969.0,16.9,1.0,,WUR 2023,60 : 40
U2749,2023,12380.0,21.2,1.0,,WUR 2023,55 : 45
U2752,2023,28112.0,17.1,2.0,,WUR 2023,52 : 48
U0479,2023,11225.0,21.3,15.0,,WUR 2023,53 : 47
U0496,2023,16217.0,8.8,20.0,,WUR 2023,19 : 81
U0505,2023,4980.0,28.6,0.0,,WUR 2023,62 : 38
U0513,2023,12941.0,14.9,3.0,,WUR 2023,50 : 50
U0516,2023,11751.0,13.2,2.0,,WUR 2023,59 : 41
U0519,2023,22230.0,37.0,4.0,,WUR 2023,56 : 44
U0533,2023,56233.0,17.6,3.0,,WUR 2023,47 : 53
U0575,2023,33062.0,18.5,4.0,,WUR 2023,57 : 43
U0578,2023,9204.0,13.3,2.0,,WUR 2023,38 : 62
U0580,2023,12721.0,6.6,0.0,,WUR 2023,65 : 35
U2790,2023,4662.0,15.4,6.0,,WUR 2023,12 : 88
U0588,2023,50212.0,36.2,4.0,,WUR 2023,47 : 53
U0593,2023,11549.0,12.8,1.0,,WUR 2023,38 : 62
U2325,2023,22458.0,9.1,0.0,,WUR 2023,56 : 44
U2354,2023,16706.0,22.2,1.0,,WUR 2023,35 : 65
U2336,2023,45692.0,17.4,0.0,,WUR 2023,51 : 49
U0617,2023,23475.0,13.4,1.0,,WUR 2023,54 : 46
U0618,2023,25511.0,13.7,1.0,,WUR 2023,50 : 50
U0623,2023,14637.0,18.4,1.0,,WUR 2023,52 : 48
U2358,2023,33621.0,13.4,0.0,,WUR 2023,63 : 37
U0633,2023,37879.0,14.7,0.0,,WUR 2023,40 : 60
U0634,2023,27242.0,13.7,1.0,,WUR 2023,53 : 47
U0635,2023,20314.0,15.4,1.0,,WUR 2023,50 : 50
U0641,2023,25748.0,13.6,1.0,,WUR 2023,52 : 48
U0643,2023,16436.0,13.3,2.0,,WUR 2023,55 : 45
U0645,2023,22405.0,30.0,3.0,,WUR 2023,26 : 74
U2806,2023,13626.0,38.4,2.0,,WUR 2023,57 : 43
U2903,2023,11053.0,22.0,1.0,,WUR 2023,50 : 50
U0676,2023,31697.0,14.2,2.0,,WUR 2023,
U2497,2023,13152.0,12.8,1.0,,WUR 2023,75 : 25
U2457,2023,38089.0,8.1,4.0,,WUR 2023,55 : 45
U0693,2023,41358.0,20.6,3.0,,WUR 2023,50 : 50
U2816,2023,19970.0,23.9,2.0,,WUR 2023,67 : 33
U0695,2023,14816.0,19.9,5.0,,WUR 2023,38 : 62
U0696,2023,8403.0,22.7,2.0,,WUR 2023,43 : 57
U0705,2023,22885.0,18.8,3.0,,WUR 2023,59 : 41
U0708,2023,11937.0,14.9,1.0,,WUR 2023,44 : 56
U0713,2023,7216.0,7.5,5.0,,WUR 2023,38 : 62
U0726,2023,11276.0,19.4,0.0,,WUR 2023,42 : 58
U0731,2023,20972.0,15.3,1.0,,WUR 2023,61 : 39
U0749,2023,6300.0,7.7,5.0,,WUR 2023,38 : 62
U0754,2023,12996.0,12.3,3.0,,WUR 2023,47 : 53
U0760,2023,7947.0,9.4,4.0,,WUR 2023,
U0768,2023,29861.0,18.7,3.0,,WUR 2023,23 : 77
U0774,2023,33601.0,14.6,1.0,,WUR 2023,60 : 40
U0775,2023,16647.0,27.9,7.0,,WUR 2023,61 : 39
U2532,2023,124623.0,36.0,2.0,,WUR 2023,52 : 48
U2581,2023,13633.0,21.2,13.0,,WUR 2023,46 : 54
U0783,2023,127379.0,19.3,2.0,,WUR 2023,53 : 47
U0809,2023,30300.0,39.2,4.0,,WUR 2023,38 : 62
U2855,2023,6390.0,12.3,3.0,,WUR 2023,65 : 35
U0825,2023,10474.0,10.5,14.0,,WUR 2023,53 : 47
U2868,2023,40901.0,34.8,1.0,,WUR 2023,48 : 52
U0855,2023,13210.0,17.3,3.0,,WUR 2023,
U0863,2023,1724.0,14.1,0.0,,WUR 2023,32 : 68
U0914,2023,45009.0,49.0,1.0,,WUR 2023,54 : 46
U0928,2023,23580.0,6.7,3.0,,WUR 2023,58 : 42
U2875,2023,16756.0,24.7,4.0,,WUR 2023,61 : 39
U0957,2023,24332.0,20.4,11.0,,WUR 2023,65 : 35
U0967,2023,18357.0,10.0,1.0,,WUR 2023,65 : 35
U0989,2023,5683.0,16.1,0.0,,WUR 2023,38 : 62
U0994,2023,11741.0,17.6,4.0,,WUR 2023,52 : 48
U0998,2023,19522.0,15.5,2.0,,WUR 2023,55 : 45
U1030,2023,6369.0,9.9,2.0,,WUR 2023,42 : 58
U1037,2023,1090.0,2.2,2.0,,WUR 2023,54 : 46
U1039,2023,22104.0,22.0,3.0,,WUR 2023,41 : 59
U1044,2023,47263.0,41.8,22.0,,WUR 2023,39 : 61
U1061,2023,8361.0,14.2,8.0,,WUR 2023,34 : 66
U1085,2023,12607.0,19.0,4.0,,WUR 2023,54 : 46
U1094,2023,34434.0,18.1,2.0,,WUR 2023,59 : 41
U1097,2023,5562.0,15.0,0.0,,WUR 2023,23 : 77
U1114,2023,27055.0,22.8,0.0,,WUR 2023,43 : 57
U1125,2023,8605.0,5.2,1.0,,WUR 2023,54 : 46
U1137,2023,2593.0,20.3,2.0,,WUR 2023,25 : 75
U2537,2023,15858.0,12.3,3.0,,WUR 2023,41 : 59
U1184,2023,5646.0,16.0,5.0,,WUR 2023,14 : 86
U1189,2023,10457.0,17.7,0.0,,WUR 2023,100 : 0
U2920,2023,7172.0,13.3,11.0,,WUR 2023,
U1225,2023,19358.0,14.1,4.0,,WUR 2023,57 : 43
U1240,2023,21180.0,11.2,1.0,,WUR 2023,58 : 42
U2935,2023,17291.0,39.2,0.0,,WUR 2023,50 : 50
U1248,2023,25186.0,47.2,18.0,,WUR 2023,68 : 32
U2940,2023,35888.0,13.8,6.0,,WUR 2023,54 : 46
U2540,2023,8787.0,20.1,3.0,,WUR 2023,71 : 29
U2544,2023,13956.0,17.9,7.0,,WUR 2023,73 : 27
U2951,2023,12403.0,14.3,10.0,,WUR 2023,53 : 47
U1284,2023,62414.0,30.6,6.0,,WUR 2023,51 : 49
U1315,2023,8886.0,16.5,20.0,,WUR 2023,57 : 43
U1317,2023,59709.0,21.1,1.0,,WUR 2023,50 : 50
U1329,2023,7125.0,8.4,4.0,,WUR 2023,38 : 62
U1332,2023,4514.0,19.5,2.0,,WUR 2023,26 : 74
U1348,2023,88644.0,43.3,3.0,,WUR 2023,52 : 48
U2990,2023,19203.0,9.6,2.0,,WUR 2023,70 : 30
U1369,2023,7116.0,10.6,11.0,,WUR 2023,51 : 49
U2998,2023,13330.0,23.5,1.0,,WUR 2023,51 : 49
U3000,2023,7970.0,21.4,10.0,,WUR 2023,42 : 58
U1378,2023,2189.0,11.1,12.0,,WUR 2023,10 : 90
U1379,2023,8869.0,6.7,6.0,,WUR 2023,39 : 61
U1380,2023,4514.0,7.5,4.0,,WUR 2023,48 : 52
U1417,2023,12489.0,14.8,13.0,,WUR 2023,57 : 43
U1421,2023,7294.0,23.2,5.0,,WUR 2023,30 : 70
U1422,2023,8650.0,15.4,4.0,,WUR 2023,44 : 56
U1423,2023,15150.0,16.8,7.0,,WUR 2023,41 : 59
U1465,2023,66141.0,56.9,5.0,,WUR 2023,54 : 46
U1424,2023,10008.0,17.8,8.0,,WUR 2023,52 : 48
U1475,2023,16276.0,16.1,5.0,,WUR 2023,60 : 40
U1453,2023,11413.0,7.9,13.0,,WUR 2023,32 : 68
U1455,2023,21170.0,8.0,3.0,,WUR 2023,30 : 70
U1504,2023,19684.0,13.0,4.0,,WUR 2023,67 : 33
U3022,2023,43108.0,11.4,1.0,,WUR 2023,46 : 54
U1922,2023,4870.0,11.3,3.0,,WUR 2023,52 : 48
U3029,2023,15940.0,19.1,2.0,,WUR 2023,64 : 36
U1520,2023,37861.0,19.1,3.0,,WUR 2023,36 : 64
U3210,2023,13991.0,19.0,1.0,,WUR 2023,51 : 49
U1558,2023,29939.0,23.3,0.0,,WUR 2023,41 : 59
U1575,2023,9522.0,12.1,1.0,,WUR 2023,60 : 40
U1585,2023,5604.0,14.5,7.0,,WUR 2023,33 : 67
U1586,2023,25775.0,19.2,1.0,,WUR 2023,66 : 34
U1596,2023,15827.0,11.5,5.0,,WUR 2023,37 : 63
U1598,2023,10814.0,23.7,3.0,,WUR 2023,32 : 68
U3043,2023,8492.0,16.4,11.0,,WUR 2023,69 : 31
U3052,2023,5351.0,17.3,6.0,,WUR 2023,49 : 51
U1617,2023,34972.0,37.4,17.0,,WUR 2023,63 : 37
U3058,2023,14186.0,14.5,14.0,,WUR 2023,52 : 48
U2468,2023,32320.0,20.1,1.0,,WUR 2023,64 : 36
U1634,2023,5070.0,21.3,3.0,,WUR 2023,55 : 45
U1670,2023,25644.0,7.8,1.0,,WUR 2023,46 : 54
U1673,2023,17703.0,26.6,1.0,,WUR 2023,43 : 57
U1665,2023,12301.0,14.7,1.0,,WUR 2023,55 : 45
U1688,2023,7495.0,6.0,14.0,,WUR 2023,72 : 28
U1689,2023,14502.0,11.6,4.0,,WUR 2023,33 : 67
U3080,2023,6089.0,16.6,15.0,,WUR 2023,76 : 24
U1696,2023,32779.0,13.0,2.0,,WUR 2023,70 : 30
U1713,2023,42159.0,10.2,6.0,,WUR 2023,62 : 38
U1752,2023,10745.0,33.4,21.0,,WUR 2023,33 : 67
U1757,2023,34906.0,17.3,10.0,,WUR 2023,37 : 63
U3215,2023,7534.0,9.9,2.0,,WUR 2023,39 : 61
U1797,2023,6577.0,9.9,3.0,,WUR 2023,41 : 59
U2583,2023,7906.0,11.3,6.0,,WUR 2023,62 : 38
U1807,2023,1908.0,1.4,0.0,,WUR 2023,51 : 49
U3112,2023,23419.0,22.5,2.0,,WUR 2023,44 : 56
U1827,2023,1299.0,3.2,0.0,,WUR 2023,45 : 55
U1830,2023,9945.0,13.8,1.0,,WUR 2023,45 : 55
U1832,2023,12971.0,12.1,5.0,,WUR 2023,48 : 52
U2469,2023,28398.0,18.3,1.0,,WUR 2023,64 : 36
U1850,2023,36084.0,19.6,7.0,,WUR 2023,55 : 45
U1852,2023,15415.0,13.7,1.0,,WUR 2023,50 : 50
U3124,2023,9759.0,17.5,4.0,,WUR 2023,40 : 60
U1857,2023,9526.0,14.9,8.0,,WUR 2023,36 : 64
U3126,2023,29118.0,12.9,2.0,,WUR 2023,68 : 32
U1861,2023,5501.0,16.8,0.0,,WUR 2023,48 : 52
U1865,2023,14509.0,23.8,1.0,,WUR 2023,60 : 40
U1869,2023,15096.0,25.6,4.0,,WUR 2023,58 : 42
U1870,2023,9060.0,38.1,0.0,,WUR 2023,31 : 69
U3127,2023,25884.0,9.7,2.0,,WUR 2023,41 : 59
U1887,2023,9007.0,27.9,6.0,,WUR 2023,18 : 82
U1888,2023,1160.0,3.1,3.0,,WUR 2023,49 : 51
U1890,2023,10603.0,10.4,3.0,,WUR 2023,32 : 68
U1897,2023,3662.0,1.6,0.0,,WUR 2023,60 : 40
U1909,2023,18396.0,12.4,4.0,,WUR 2023,32 : 68
U1925,2023,22490.0,6.5,6.0,,WUR 2023,65 : 35
U1936,2023,11543.0,19.2,4.0,,WUR 2023,49 : 51
U1937,2023,16142.0,19.8,10.0,,WUR 2023,47 : 53
U2584,2023,16698.0,24.0,29.0,,WUR 2023,77 : 23
U3141,2023,25602.0,13.4,2.0,,WUR 2023,68 : 32
U1956,2023,46881.0,17.4,1.0,,WUR 2023,34 : 66
U1964,2023,7248.0,14.6,0.0,,WUR 2023,45 : 55
U1965,2023,50680.0,15.1,2.0,,WUR 2023,28 : 72
U1968,2023,10050.0,17.5,13.0,,WUR 2023,49 : 51
U1973,2023,36741.0,35.6,4.0,,WUR 2023,61 : 39
U2006,2023,15505.0,30.4,2.0,,WUR 2023,56 : 44
U3179,2023,11372.0,12.5,1.0,,WUR 2023,51 : 49
U2029,2023,23207.0,22.9,7.0,,WUR 2023,48 : 52
U3181,2023,9758.0,30.2,3.0,,WUR 2023,54 : 46
U2032,2023,23857.0,10.0,5.0,,WUR 2023,57 : 43
U2064,2023,9348.0,12.3,20.0,,WUR 2023,27 : 73
U2081,2023,17968.0,18.4,0.0,,WUR 2023,43 : 57
U3187,2023,4269.0,15.9,21.0,,WUR 2023,38 : 62
U3188,2023,3189.0,19.4,23.0,,WUR 2023,24 : 76
U2091,2023,22937.0,15.9,5.0,,WUR 2023,36 : 64
U2554,2023,11716.0,16.3,7.0,,WUR 2023,40 : 60
U0909,2023,17893.0,10.6,3.0,,WUR 2023,40 : 60
U2101,2023,31639.0,19.3,1.0,,WUR 2023,59 : 41
U2103,2023,4028.0,15.0,1.0,,WUR 2023,41 : 59
U2104,2023,30995.0,11.7,1.0,,WUR 2023,64 : 36
U1015,2023,10070.0,10.7,9.0,,WUR 2023,62 : 38
U2114,2023,4822.0,12.8,1.0,,WUR 2023,47 : 53
U2117,2023,5421.0,13.4,0.0,,WUR 2023,53 : 47
U2118,2023,28334.0,15.8,4.0,,WUR 2023,27 : 73
U2119,2023,19358.0,14.6,11.0,,WUR 2023,50 : 50
U2120,2023,7508.0,9.6,3.0,,WUR 2023,36 : 64
U2129,2023,5686.0,15.2,6.0,,WUR 2023,32 : 68
U2131,2023,2595.0,10.5,8.0,,WUR 2023,33 : 67
U2133,2023,18091.0,24.3,3.0,,WUR 2023,25 : 75
U2136,2023,9129.0,19.6,10.0,,WUR 2023,56 : 44
U3230,2023,8988.0,12.0,3.0,,WUR 2023,39 : 61
U2147,2023,2033.0,10.6,14.0,,WUR 2023,12 : 88
U2150,2023,19351.0,18.0,1.0,,WUR 2023,52 : 48
U2156,2023,45862.0,39.6,2.0,,WUR 2023,53 : 47
U2164,2023,15160.0,20.3,10.0,,WUR 2023,55 : 45
U3239,2023,26825.0,11.1,2.0,,WUR 2023,70 : 30
U2171,2023,3373.0,9.8,10.0,,WUR 2023,62 : 38
U2195,2023,27135.0,26.7,41.0,,WUR 2023,62 : 38
U2196,2023,9529.0,18.2,0.0,,WUR 2023,61 : 39
U2489,2023,21654.0,33.6,2.0,,WUR 2023,55 : 45
U2545,2023,9510.0,15.7,5.0,,WUR 2023,70 : 30
U2562,2023,15498.0,16.4,6.0,,WUR 2023,47 : 53
U3319,2023,5643.0,18.5,7.0,,WUR 2023,52 : 48
U3253,2023,21780.0,11.2,8.0,,WUR 2023,57 : 43
U3336,2023,8568.0,13.6,2.0,,WUR 2023,15 : 85
U3255,2023,11407.0,27.8,1.0,,WUR 2023,60 : 40
U3344,2023,7072.0,11.7,1.0,,WUR 2023,47 : 53
U3347,2023,8322.0,13.0,11.0,,WUR 2023,32 : 68
U3354,2023,4882.0,16.6,3.0,,WUR 2023,22 : 78
U3359,2023,17080.0,8.5,26.0,,WUR 2023,55 : 45
U3369,2023,7765.0,11.3,14.0,,WUR 2023,61 : 39
U3374,2023,15736.0,13.6,6.0,,WUR 2023,59 : 41
U3376,2023,25021.0,18.9,7.0,,WUR 2023,34 : 66
U3275,2023,11054.0,14.7,4.0,,WUR 2023,54 : 46
U3277,2023,7891.0,33.6,1.0,,WUR 2023,50 : 50
U3387,2023,17612.0,19.9,8.0,,WUR 2023,52 : 48
U3404,2023,7351.0,17.1,4.0,,WUR 2023,68 : 32
U3288,2023,19501.0,16.4,7.0,,WUR 2023,67 : 33
U3409,2023,22221.0,16.0,1.0,,WUR 2023,55 : 45
U3413,2023,32981.0,21.9,1.0,,WUR 2023,51 : 49
U3417,2023,13796.0,20.3,3.0,,WUR 2023,
U3421,2023,8684.0,8.8,2.0,,WUR 2023,34 : 66
U3293,2023,4604.0,6.1,5.0,,WUR 2023,30 : 70
U3429,2023,14448.0,30.3,2.0,,WUR 2023,56 : 44
U3438,2023,9723.0,13.1,8.0,,WUR 2023,29 : 71
U3444,2023,7339.0,24.3,6.0,,WUR 2023,43 : 57
U3445,2023,11353.0,10.9,1.0,,WUR 2023,56 : 44
U3295,2023,65436.0,16.6,4.0,,WUR 2023,60 : 40
U3297,2023,9611.0,23.5,0.0,,WUR 2023,53 : 47
U3448,2023,4698.0,10.9,1.0,,WUR 2023,56 : 44
U2623,2023,40203.0,20.2,1.0,,WUR 2023,68 : 32
U0049,2023,5016.0,10.5,4.0,,WUR 2023,36 : 64
U0051,2023,21377.0,25.7,8.0,,WUR 2023,48 : 52
U0067,2023,24847.0,22.1,7.0,,WUR 2023,57 : 43
U0102,2023,10128.0,23.6,2.0,,WUR 2023,100 : 0
U3204,2023,24372.0,11.7,2.0,,WUR 2023,61 : 39
U0142,2023,15770.0,11.5,1.0,,WUR 2023,55 : 45
U0145,2023,19348.0,11.7,3.0,,WUR 2023,50 : 50
U2207,2023,6228.0,7.9,1.0,,WUR 2023,45 : 55
U2211,2023,36107.0,15.4,2.0,,WUR 2023,54 : 46
U2212,2023,28202.0,29.2,0.0,,WUR 2023,56 : 44
U2214,2023,37596.0,18.9,1.0,,WUR 2023,57 : 43
U2216,2023,62789.0,10.9,1.0,,WUR 2023,58 : 42
U2217,2023,30239.0,15.9,0.0,,WUR 2023,55 : 45
U2222,2023,132684.0,47.3,1.0,,WUR 2023,50 : 50
U2223,2023,25399.0,45.3,1.0,,WUR 2023,56 : 44
U2226,2023,18446.0,14.7,0.0,,WUR 2023,50 : 50
U0194,2023,66282.0,22.4,3.0,,WUR 2023,53 : 47
U0209,2023,41841.0,14.2,1.0,,WUR 2023,63 : 37
U2656,2023,73873.0,9.4,0.0,,WUR 2023,57 : 43
U0216,2023,23323.0,13.3,2.0,,WUR 2023,66 : 34
U0214,2023,13172.0,13.0,2.0,,WUR 2023,59 : 41
U2664,2023,41612.0,12.9,0.0,,WUR 2023,58 : 42
U2682,2023,41381.0,24.4,2.0,,WUR 2023,61 : 39
U0256,2023,75483.0,40.5,1.0,,WUR 2023,53 : 47
U0267,2023,6417.0,10.6,4.0,,WUR 2023,36 : 64
U2683,2023,12343.0,24.8,1.0,,WUR 2023,43 : 57
U2681,2023,33049.0,23.1,0.0,,WUR 2023,63 : 37
U0281,2023,30076.0,20.4,1.0,,WUR 2023,68 : 32
U0286,2023,24348.0,23.5,3.0,,WUR 2023,55 : 45
U2692,2023,50116.0,12.3,1.0,,WUR 2023,56 : 44
U0315,2023,30800.0,21.8,1.0,,WUR 2023,70 : 30
U0318,2023,42787.0,25.3,9.0,,WUR 2023,47 : 53
U0342,2023,8865.0,17.8,0.0,,WUR 2023,53 : 47
U2730,2023,13554.0,25.8,0.0,,WUR 2023,51 : 49
U0351,2023,18436.0,16.6,0.0,,WUR 2023,58 : 42
U1275,2023,40533.0,22.4,2.0,,WUR 2023,51 : 49
U0375,2023,14645.0,38.1,6.0,,WUR 2023,55 : 45
U0387,2023,9895.0,24.3,2.0,,WUR 2023,14 : 86
U0399,2023,23216.0,23.3,5.0,,WUR 2023,50 : 50
U0410,2023,9128.0,16.8,2.0,,WUR 2023,27 : 73
U0418,2023,25954.0,35.3,4.0,,WUR 2023,38 : 62
U2745,2023,13665.0,9.6,0.0,,WUR 2023,54 : 46
U0470,2023,10065.0,21.8,6.0,,WUR 2023,55 : 45
U0471,2023,16350.0,14.0,5.0,,WUR 2023,
U0483,2023,13339.0,12.9,2.0,,WUR 2023,38 : 62
U2757,2023,18411.0,22.5,4.0,,WUR 2023,49 : 51
U0489,2023,40200.0,17.8,5.0,,WUR 2023,44 : 56
U2766,2023,37385.0,24.8,0.0,,WUR 2023,44 : 56
U0527,2023,31401.0,17.3,2.0,,WUR 2023,44 : 56
U0530,2023,38567.0,13.5,2.0,,WUR 2023,56 : 44
U0531,2023,1338.0,1.2,0.0,,WUR 2023,51 : 49
U0539,2023,27764.0,18.5,4.0,,WUR 2023,42 : 58
U0552,2023,49511.0,50.4,8.0,,WUR 2023,43 : 57
U0553,2023,12770.0,16.6,21.0,,WUR 2023,59 : 41
U0559,2023,14164.0,23.8,2.0,,WUR 2023,44 : 56
U0589,2023,13773.0,18.7,3.0,,WUR 2023,54 : 46
U0591,2023,7084.0,12.9,1.0,,WUR 2023,29 : 71
U0596,2023,30822.0,19.6,3.0,,WUR 2023,45 : 55
U2324,2023,12404.0,12.9,1.0,,WUR 2023,52 : 48
U2333,2023,6910.0,23.0,0.0,,WUR 2023,61 : 39
U2330,2023,19442.0,12.6,0.0,,WUR 2023,55 : 45
U2334,2023,10540.0,9.0,0.0,,WUR 2023,59 : 41
U0616,2023,17038.0,25.9,0.0,,WUR 2023,50 : 50
U2355,2023,40899.0,19.8,1.0,,WUR 2023,44 : 56
U2338,2023,4882.0,13.6,1.0,,WUR 2023,70 : 30
U2363,2023,11992.0,20.5,0.0,,WUR 2023,59 : 41
U2364,2023,6395.0,11.0,0.0,,WUR 2023,49 : 51
U0619,2023,8596.0,17.1,1.0,,WUR 2023,30 : 70
U2340,2023,26085.0,16.5,0.0,,WUR 2023,54 : 46
U2357,2023,32222.0,16.2,0.0,,WUR 2023,52 : 48
U0624,2023,26142.0,15.6,1.0,,WUR 2023,55 : 45
U2343,2023,15453.0,17.1,1.0,,WUR 2023,50 : 50
U0626,2023,43211.0,16.3,0.0,,WUR 2023,52 : 48
U0627,2023,36815.0,14.3,0.0,,WUR 2023,51 : 49
U0628,2023,23242.0,17.1,0.0,,WUR 2023,56 : 44
U0629,2023,34356.0,14.2,1.0,,WUR 2023,50 : 50
U0631,2023,52000.0,24.6,0.0,,WUR 2023,
U0614,2023,20185.0,16.0,0.0,,WUR 2023,48 : 52
U2366,2023,6750.0,10.0,0.0,,WUR 2023,46 : 54
U0639,2023,20874.0,22.7,8.0,,WUR 2023,
U0642,2023,10708.0,13.2,0.0,,WUR 2023,59 : 41
U0646,2023,19298.0,23.3,7.0,,WUR 2023,39 : 61
U0663,2023,70979.0,21.1,0.0,,WUR 2023,49 : 51
U2529,2023,36423.0,22.2,1.0,,WUR 2023,62 : 38
U2275,2023,18562.0,13.4,0.0,,WUR 2023,37 : 63
U2811,2023,4902.0,8.0,5.0,,WUR 2023,31 : 69
U0679,2023,19637.0,9.5,1.0,,WUR 2023,40 : 60
U0691,2023,33225.0,38.0,11.0,,WUR 2023,47 : 53
U0699,2023,8752.0,14.0,11.0,,WUR 2023,64 : 36
U0710,2023,13884.0,21.0,9.0,,WUR 2023,30 : 70
U0714,2023,22094.0,14.1,1.0,,WUR 2023,35 : 65
U0737,2023,9605.0,10.8,27.0,,WUR 2023,68 : 32
U2832,2023,138372.0,17.8,0.0,,WUR 2023,53 : 47
U2833,2023,29558.0,20.9,1.0,,WUR 2023,55 : 45
