master_university_id,university_name,country,year,source,rank_start,overall_score,academic_reputation_score
UNI00410,University of Tehran,"Iran, Islamic Republic of",2024,QS,,30.7,18.7
UNI00411,Lincoln University,New Zealand,2024,QS,,30.6,7.9
UNI00413,UniversitÃ¤t Innsbruck,Austria,2024,QS,,30.6,20.2
UNI00414,American University of Sharjah,United Arab Emirates,2024,QS,,30.3,20.0
UNI00416,Indian Institute of Technology Guwahati (IITG),India,2024,QS,,30.3,17.0
UNI00418,University of Turin,Italy,2024,QS,,30.3,39.8
UNI00419,National University of Sciences And Technology (NUST) Islamabad,Pakistan,2024,QS,367.0,30.2,18.9
UNI00421,University of Cyprus (UCY),Cyprus,2024,QS,368.0,30.1,8.9
UNI00422,Indian Institute of Technology Roorkee (IITR),India,2024,QS,,30.0,17.8
UNI00423,Yeshiva University,United States,2024,QS,,30.0,2.8
UNI00424,Cairo University,Egypt,2024,QS,,29.9,43.7
UNI00274,Tilburg University,Netherlands,2024,QS,,29.9,15.2
UNI00427,Universidade Federal do Rio de Janeiro,Brazil,2024,QS,,29.9,60.1
UNI00394,"Birkbeck, University of London",United Kingdom,2024,QS,374.0,29.7,10.8
UNI00277,Western Sydney University,Australia,2024,QS,,29.5,18.4
UNI00430,Amirkabir University of Technology,"Iran, Islamic Republic of",2024,QS,,29.5,4.1
UNI00190,Northeastern University,United States,2024,QS,,29.5,19.4
UNI00318,Ruhr-UniversitÃ¤t Bochum,Germany,2024,QS,,29.5,21.2
UNI00175,Tufts University,United States,2024,QS,379.0,29.4,18.1
UNI00349,Flinders University,Australia,2024,QS,380.0,29.2,13.3
UNI00246,University of Luxembourg,Luxembourg,2024,QS,381.0,29.1,9.1
UNI00434,Mahidol University,Thailand,2024,QS,,29.0,42.4
UNI00436,UniversitÃ© de Montpellier,France,2024,QS,,29.0,19.4
UNI00437,Nankai University,China (Mainland),2024,QS,,28.6,21.1
UNI00438,WestfÃ¤lische Wilhelms-UniversitÃ¤t MÃ¼nster,Germany,2024,QS,,28.6,31.5
UNI00241,University of HawaiÊ»i at MÄnoa,United States,2024,QS,386.0,28.4,16.1
UNI00338,Aix-Marseille University,France,2024,QS,,28.3,36.1
UNI00442,Belarusian State University,Belarus,2024,QS,,28.3,26.6
UNI00444,Concordia University,Canada,2024,QS,,28.3,15.0
UNI00446,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,2024,QS,,28.3,27.1
UNI00447,Universiti Brunei Darussalam (UBD),Brunei,2024,QS,,28.3,21.0
UNI00448,Institut National des Sciences AppliquÃ©es de Lyon (INSA),France,2024,QS,,28.2,7.8
UNI00451,South China University of Technology,China (Mainland),2024,QS,,28.2,12.5
UNI00449,Technion - Israel Institute of Technology,Israel,2024,QS,,28.2,25.4
UNI00453,Xiamen University,China (Mainland),2024,QS,,28.2,25.9
UNI00428,Justus-Liebig-University Giessen,Germany,2024,QS,,28.1,13.6
UNI00455,Kazan (Volga region) Federal University,Russia,2024,QS,,28.1,22.7
UNI00457,"Stony Brook University, State University of New York",United States,2024,QS,,28.1,18.9
UNI00458,HSE University,Russia,2024,QS,399.0,28.0,27.3
UNI00426,Iowa State University,United States,2024,QS,,27.9,20.0
UNI00460,Masaryk University,Czech Republic,2024,QS,,27.9,23.2
UNI00462,Universidade Nova de Lisboa,Portugal,2024,QS,,27.9,28.0
UNI00463,University of Granada,Spain,2024,QS,403.0,27.8,44.0
UNI00465,Istanbul Technical University,Turkey,2024,QS,,27.6,24.2
UNI00290,"University of California, Riverside",United States,2024,QS,,27.6,17.5
UNI00466,University of the Philippines,Philippines,2024,QS,,27.6,34.4
UNI00461,Auckland University of Technology (AUT),New Zealand,2024,QS,,27.4,19.3
UNI00467,University of Delhi,India,2024,QS,,27.4,36.1
UNI00468,Colorado State University,United States,2024,QS,409.0,27.3,18.8
UNI00469,Universidad de Santiago de Chile (USACH),Chile,2024,QS,,27.2,43.3
UNI00429,University of Kansas,United States,2024,QS,,27.2,15.1
UNI00372,University of Southern Queensland,Australia,2024,QS,,27.2,8.5
UNI00471,Oxford Brookes University,United Kingdom,2024,QS,,27.1,28.9
UNI00370,Royal Holloway University of London,United Kingdom,2024,QS,,27.1,16.0
UNI00420,James Cook University,Australia,2024,QS,,27.0,15.4
UNI00474,Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),Russia,2024,QS,,27.0,19.8
UNI00476,The American University in Cairo,Egypt,2024,QS,,27.0,30.3
UNI00478,Tomsk State University,Russia,2024,QS,418.0,26.9,23.1
UNI00480,UNESP,Brazil,2024,QS,,26.8,39.3
UNI00387,Washington State University,United States,2024,QS,,26.8,24.4
UNI00482,Graz University of Technology,Austria,2024,QS,,26.7,14.5
UNI00483,Novosibirsk State University,Russia,2024,QS,,26.7,27.5
UNI00484,UniversitÃ© de LiÃ¨ge,Belgium,2024,QS,,26.7,18.1
UNI00485,UniversitÃ© de Strasbourg,France,2024,QS,,26.7,39.6
UNI00294,University of Canberra,Australia,2024,QS,,26.7,13.7
UNI00487,University of Limerick,Ireland,2024,QS,426.0,26.6,17.5
UNI00490,Anna University,India,2024,QS,427.0,26.5,8.5
UNI00491,IE University,Spain,2024,QS,428.0,26.4,7.0
UNI00492,Singapore University of Technology and Design,Singapore,2024,QS,,26.3,7.0
UNI00454,University of Trento,Italy,2024,QS,,26.3,24.6
UNI00431,KoÃ§ University,Turkey,2024,QS,,26.2,22.4
UNI00435,Murdoch University,Australia,2024,QS,,26.2,7.3
UNI00495,National Taipei University of Technology,Taiwan,2024,QS,,26.2,15.0
UNI00497,National Taiwan Normal University,Taiwan,2024,QS,,26.2,34.5
UNI00441,University of Stirling,United Kingdom,2024,QS,,26.2,11.5
UNI00477,Dublin City University,Ireland,2024,QS,,26.0,19.7
UNI00320,Sejong University,South Korea,2024,QS,,26.0,13.8
UNI00377,Tampere University,Finland,2024,QS,,26.0,22.5
UNI00500,University of Science and Technology Beijing,China (Mainland),2024,QS,,26.0,12.6
UNI00501,University of St.Gallen (HSG),Switzerland,2024,QS,,26.0,9.0
UNI00503,Julius-Maximilians-UniversitÃ¤t WÃ¼rzburg,Germany,2024,QS,440.0,25.9,17.4
UNI00231,University of Dundee,United Kingdom,2024,QS,,25.9,18.3
UNI00306,UniversitÃ© Laval,Canada,2024,QS,,25.9,19.9
UNI00278,University of Utah,United States,2024,QS,,25.9,15.9
UNI00506,National and Kapodistrian University of Athens,Greece,2024,QS,,25.8,26.3
UNI00409,University of Connecticut,United States,2024,QS,,25.8,15.1
UNI00459,Aston University,United Kingdom,2024,QS,,25.7,12.9
UNI00504,Johannes Kepler University Linz,Austria,2024,QS,,25.7,12.5
UNI00381,"The University of Tennessee, Knoxville",United States,2024,QS,,25.7,10.3
UNI00510,Toyota Technological Institute in Japan,Japan,2024,QS,,25.7,5.2
UNI00499,University of JyvÃ¤skylÃ¤,Finland,2024,QS,,25.7,17.2
UNI00513,Iran University of Science and Technology,"Iran, Islamic Republic of",2024,QS,451.0,25.6,6.6
UNI00515,Central South University,China (Mainland),2024,QS,,25.5,8.8
UNI00517,UniversitÃ© Claude Bernard Lyon 1,France,2024,QS,,25.5,18.9
UNI00518,Czech Technical University in Prague,Czech Republic,2024,QS,,25.2,21.5
UNI00519,Indian Institute of Technology Indore (IIT Indore),India,2024,QS,,25.2,5.6
UNI00521,Southeast University,China (Mainland),2024,QS,,25.2,12.8
UNI00522,Sultan Qaboos University,Oman,2024,QS,,25.2,16.7
UNI00523,UniversitÃ¤t Mannheim,Germany,2024,QS,,25.2,16.1
UNI00525,"Essex, University of",United Kingdom,2024,QS,459.0,25.1,16.4
UNI00526,UniversitÃ¤t Potsdam,Germany,2024,QS,460.0,25.0,16.0
UNI00296,Florida State University,United States,2024,QS,,24.9,25.1
UNI00527,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russia,2024,QS,,24.9,10.2
UNI00530,UniversitÃ¤t Jena,Germany,2024,QS,,24.9,18.5
UNI00531,Johannes Gutenberg UniversitÃ¤t Mainz,Germany,2024,QS,464.0,24.8,22.6
UNI00470,Colorado School of Mines,United States,2024,QS,,24.7,7.2
UNI00533,Umea University,Sweden,2024,QS,,24.7,19.7
UNI00400,University of Bordeaux,France,2024,QS,,24.7,30.2
UNI00321,University of Sharjah,United Arab Emirates,2024,QS,,24.7,16.7
UNI00534,Ben-Gurion University of The Negev,Israel,2024,QS,,24.6,14.6
UNI00425,Illinois Institute of Technology,United States,2024,QS,,24.6,14.2
UNI00535,UniversitÃ degli Studi di Pavia,Italy,2024,QS,,24.6,21.2
UNI00536,Hiroshima University,Japan,2024,QS,472.0,24.5,23.6
UNI00538,Beihang University (former BUAA),China (Mainland),2024,QS,,24.4,13.1
UNI00540,Ural Federal University - UrFU,Russia,2024,QS,,24.4,21.3
UNI00541,Vilnius University,Lithuania,2024,QS,,24.4,19.8
UNI00542,Kobe University,Japan,2024,QS,,24.3,28.5
UNI00543,Universitat PolitÃ¨cnica de ValÃ¨ncia,Spain,2024,QS,,24.3,26.2
UNI00545,UniversitÃ¤t Konstanz,Germany,2024,QS,478.0,24.2,20.4
UNI00547,UniversitÃ¤t Leipzig,Germany,2024,QS,479.0,24.1,25.4
UNI00516,Missouri University of Science and Technology,United States,2024,QS,480.0,24.0,4.6
UNI00464,Bangor University,United Kingdom,2024,QS,,23.9,8.8
UNI00550,Hitotsubashi University,Japan,2024,QS,,23.9,14.4
UNI00433,Leibniz University Hannover,Germany,2024,QS,,23.9,21.3
UNI00551,Satbayev University,Kazakhstan,2024,QS,,23.9,23.3
UNI00359,University of Milano-Bicocca,Italy,2024,QS,481.0,24.0,20.6
UNI00552,Universitat de Valencia,Spain,2024,QS,485.0,23.8,33.9
UNI00554,University of Electronic Science and Technology of China,China (Mainland),2024,QS,,23.7,4.3
UNI00496,University of Guelph,Canada,2024,QS,,23.7,13.5
UNI00556,IPB University (a.k.a. Bogor Agricultural University),Indonesia,2024,QS,,23.6,21.6
UNI00368,"University of Rome ""Tor Vergata""",Italy,2024,QS,,23.6,31.5
UNI00557,Dalian University of Technology,China (Mainland),2024,QS,,23.5,9.1
UNI00558,University at Buffalo SUNY,United States,2024,QS,,23.5,18.0
UNI00247,University of Iowa,United States,2024,QS,,23.5,19.9
UNI00560,Chung-Ang University (CAU),South Korea,2024,QS,,23.4,19.8
UNI00562,Hunan University,China (Mainland),2024,QS,,23.4,8.6
UNI00539,Rensselaer Polytechnic Institute,United States,2024,QS,,23.4,8.3
UNI00565,Universidad de Sevilla,Spain,2024,QS,,23.4,38.8
UNI00566,Ewha Womans University,South Korea,2024,QS,,23.2,26.7
UNI00567,Ulster University,United Kingdom,2024,QS,,23.2,8.4
UNI00406,University of Delaware,United States,2024,QS,,23.2,10.3
UNI00569,University of Jordan,Jordan,2024,QS,,23.2,29.1
UNI00572,Bilkent University,Turkey,2024,QS,,23.1,22.2
UNI00575,Jilin University,China (Mainland),2024,QS,,23.1,14.3
UNI00532,University of Portsmouth,United Kingdom,2024,QS,,23.1,8.4
UNI00577,Macau University of Science and Technology,Macau SAR,2024,QS,,23.0,4.2
UNI00578,National Sun Yat-sen University,Taiwan,2024,QS,,23.0,26.5
UNI00579,Oregon State University,United States,2024,QS,,23.0,15.7
UNI00580,UniversitÃ Â Cattolica del Sacro Cuore,Italy,2024,QS,,23.0,23.5
UNI00581,Sogang University,South Korea,2024,QS,,22.9,21.5
UNI00398,University of Bayreuth,Germany,2024,QS,,22.9,10.3
UNI00583,East China Normal University,China (Mainland),2024,QS,,22.8,15.2
UNI00544,SOAS University of London,United Kingdom,2024,QS,,22.8,18.1
UNI00586,UniversitÃ© Paul Sabatier Toulouse III,France,2024,QS,,22.8,18.4
UNI00587,BoÄaziÃ§i University,Turkey,2024,QS,,22.7,23.0
UNI00479,Duy Tan University,Vietnam,2024,QS,,22.7,10.7
UNI00588,Pontificia Universidad CatÃ³lica Argentina,Argentina,2024,QS,,22.7,20.4
UNI00590,Shanghai University,China (Mainland),2024,QS,,22.7,22.2
UNI00593,The University of Georgia,United States,2024,QS,,22.7,20.9
UNI00594,UniversitÃ¤t Bremen,Germany,2024,QS,,22.7,19.7
UNI00596,Kyungpook National University,South Korea,2024,QS,,22.6,11.1
UNI00597,Universidad Austral,Argentina,2024,QS,,22.6,19.4
UNI00443,University of Texas Dallas,United States,2024,QS,,22.6,13.3
UNI00598,Universidad de Zaragoza,Spain,2024,QS,,22.5,22.9
UNI00498,University of Hull,United Kingdom,2024,QS,,22.5,8.5
UNI00599,Universiti Teknologi Brunei,Brunei,2024,QS,525.0,22.4,13.7
UNI00601,MGIMO University,Russia,2024,QS,,22.3,11.8
UNI00439,Sabanci University,Turkey,2024,QS,,22.3,18.1
UNI00602,University of Madras,India,2024,QS,,22.3,8.7
UNI00412,Edith Cowan University,Australia,2024,QS,529.0,22.2,8.7
UNI00604,Aristotle University of Thessaloniki,Greece,2024,QS,,22.1,28.7
UNI00605,Christian-Albrechts-University zu Kiel,Germany,2024,QS,,22.1,18.6
UNI00606,Universidad de Palermo (UP),Argentina,2024,QS,,22.1,9.3
UNI00486,University of Genoa,Italy,2024,QS,,22.1,17.4
UNI00608,China Agricultural University,China (Mainland),2024,QS,,22.0,9.6
UNI00609,Peter the Great St. Petersburg Polytechnic University,Russia,2024,QS,,22.0,16.7
UNI00473,University of Crete,Greece,2024,QS,,22.0,15.1
UNI00611,University of Salamanca,Spain,2024,QS,,22.0,26.8
UNI00612,Universidad de AlcalÃ¡,Spain,2024,QS,,21.9,10.0
UNI00615,Universiti Utara Malaysia (UUM),Malaysia,2024,QS,,21.9,20.6
UNI00617,Lahore University of Management Sciences (LUMS),Pakistan,2024,QS,,21.8,15.7
UNI00618,Universidad Nacional de La Plata (UNLP),Argentina,2024,QS,,21.8,38.7
UNI00620,ITMO University,Russia,2024,QS,,21.7,12.0
UNI00621,University Ulm,Germany,2024,QS,,21.7,7.6
UNI00623,Universidad de Costa Rica,Costa Rica,2024,QS,544.0,21.6,33.5
UNI00584,Bar-Ilan University,Israel,2024,QS,,21.5,8.0
UNI00625,City University of New York,United States,2024,QS,,21.5,22.7
UNI00626,Singapore Management University,Singapore,2024,QS,,21.5,11.8
UNI00628,Lehigh University,United States,2024,QS,,21.4,5.8
UNI00629,Northumbria University at Newcastle,United Kingdom,2024,QS,,21.4,10.5
UNI00603,University of Eastern Finland,Finland,2024,QS,,21.4,14.8
UNI00631,Ajman University,United Arab Emirates,2024,QS,,21.3,13.6
UNI00632,Canadian University Dubai,United Arab Emirates,2024,QS,,21.3,14.7
UNI00355,Hasselt University,Belgium,2024,QS,,21.3,5.8
UNI00520,University of Nebraska - Lincoln,United States,2024,QS,,21.3,10.8
UNI00634,Universiti Teknologi MARA - UiTM,Malaysia,2024,QS,555.0,21.2,28.9
UNI00488,Florida International University,United States,2024,QS,,21.1,14.9
UNI00636,INTI International University,Malaysia,2024,QS,,21.1,5.0
UNI00638,Politecnico di Bari,Italy,2024,QS,,21.1,6.5
UNI00639,Renmin (People's) University of China,China (Mainland),2024,QS,,21.1,23.7
UNI00641,"University of Chemistry and Technology, Prague",Czech Republic,2024,QS,,21.1,6.1
UNI00643,Chongqing University,China (Mainland),2024,QS,,21.0,8.4
UNI00528,University of Plymouth,United Kingdom,2024,QS,,21.0,9.0
UNI00392,Ateneo de Manila University,Philippines,2024,QS,,20.9,19.7
UNI00645,UniversitÃ© de Fribourg,Switzerland,2024,QS,,20.9,10.7
UNI00262,University of South Florida,United States,2024,QS,,20.9,13.2
UNI00286,Bond University,Australia,2024,QS,,20.8,4.7
UNI00646,National Chengchi University,Taiwan,2024,QS,,20.8,19.5
UNI00647,Universidad Adolfo IbÃ¡Ã±ez,Chile,2024,QS,,20.8,19.1
UNI00616,University of Huddersfield,United Kingdom,2024,QS,,20.8,12.5
UNI00648,Chiang Mai University,Thailand,2024,QS,,20.7,33.8
UNI00650,Coventry University,United Kingdom,2024,QS,,20.7,9.2
UNI00651,Indian Institute of Technology (BHU) Varanasi,India,2024,QS,,20.7,4.4
UNI00652,Warsaw University of Technology,Poland,2024,QS,,20.7,22.8
UNI00654,HUFS - Hankuk (Korea) University of Foreign Studies,South Korea,2024,QS,,20.6,13.4
UNI00655,University of South Carolina,United States,2024,QS,,20.6,14.7
UNI00656,Lebanese University,Lebanon,2024,QS,,20.5,23.7
UNI00658,Taipei Medical University (TMU),Taiwan,2024,QS,,20.5,10.3
UNI00659,University of TromsÃ¸ The Arctic University of Norway,Norway,2024,QS,,20.5,12.1
UNI00232,Abu Dhabi University,United Arab Emirates,2024,QS,,20.4,11.5
UNI00502,University of Klagenfurt,Austria,2024,QS,,20.4,5.5
UNI00660,Applied Science University - Bahrain,Bahrain,2024,QS,,20.3,18.2
UNI00661,Universidad CatÃ³lica Andres Bello,Venezuela,2024,QS,,20.3,26.6
UNI00662,Universidad Pontificia Comillas,Spain,2024,QS,,20.3,8.1
UNI00663,National Research Tomsk Polytechnic University,Russia,2024,QS,,20.2,9.7
UNI00665,Sunway University,Malaysia,2024,QS,,20.2,10.5
UNI00667,"University of Missouri, Columbia",United States,2024,QS,,20.2,14.2
UNI00669,Central Queensland University (CQUniversity Australia),Australia,2024,QS,,20.1,8.7
UNI00633,Manchester Metropolitan University (MMU),United Kingdom,2024,QS,,20.1,12.0
UNI00670,Prince Mohammad Bin Fahd university,Saudi Arabia,2024,QS,,20.1,15.4
UNI00494,"Goldsmiths, University of London",United Kingdom,2024,QS,,20.0,14.9
UNI00472,University of Central Florida,United States,2024,QS,,20.0,14.4
UNI00672,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia,2024,QS,,19.9,7.6
UNI00637,Nottingham Trent University,United Kingdom,2024,QS,,19.9,10.6
UNI00673,PontifÃ­cia Universidade CatÃ³lica do Rio de Janeiro,Brazil,2024,QS,,19.9,33.4
UNI00675,Shenzhen University,China (Mainland),2024,QS,,19.9,8.4
UNI00677,UniversitÃ Vita-Salute San Raffaele,Italy,2024,QS,,19.9,3.1
UNI00678,Nanjing University of Science and Technology,China (Mainland),2024,QS,,19.8,5.1
UNI00679,Thammasat University,Thailand,2024,QS,,19.8,23.8
UNI00445,Tulane University,United States,2024,QS,,19.8,9.6
UNI00682,UniversitÃ¤t des Saarlandes,Germany,2024,QS,,19.8,11.1
UNI00570,Abo Akademi University,Finland,2024,QS,,,8.3
UNI00683,American University in Dubai,United Arab Emirates,2024,QS,,,9.8
UNI00403,Charles Darwin University,Australia,2024,QS,,,5.8
UNI00345,Drexel University,United States,2024,QS,,,8.4
UNI00684,Jawaharlal Nehru University,India,2024,QS,,,29.1
UNI00687,"Kingston University, London",United Kingdom,2024,QS,,,17.5
UNI00688,Umm Al-Qura University,Saudi Arabia,2024,QS,,,18.3
UNI00690,Universidad de ConcepciÃ³n,Chile,2024,QS,,,27.0
UNI00692,University of Szeged,Hungary,2024,QS,,,18.0
UNI00693,Al Ain University,United Arab Emirates,2024,QS,,,17.4
UNI00694,Auezov South Kazakhstan University (SKU),Kazakhstan,2024,QS,,,15.2
UNI00696,Brno University of Technology,Czech Republic,2024,QS,,,13.1
UNI00697,Martin-Luther-UniversitÃ¤t Halle-Wittenberg,Germany,2024,QS,,,14.4
UNI00698,National Central University,Taiwan,2024,QS,,,21.5
UNI00653,Pusan National University,South Korea,2024,QS,,,23.0
UNI00553,Tokyo Medical and Dental University (TMDU),Japan,2024,QS,,,11.5
UNI00700,University of Minho,Portugal,2024,QS,,,15.6
UNI00701,Asia Pacific University of Technology and Innovation (APU),Malaysia,2024,QS,,,6.4
UNI00702,Chang Gung University,Taiwan,2024,QS,,,5.7
UNI00703,Institut Teknologi Sepuluh Nopember (ITS Surabaya),Indonesia,2024,QS,,,15.3
UNI00704,Management and Science University,Malaysia,2024,QS,,,12.4
UNI00705,Northwestern Polytechnical University,China (Mainland),2024,QS,,,5.9
UNI00548,Stevens Institute of Technology,United States,2024,QS,,,2.7
UNI00642,Universitat Ramon Llull,Spain,2024,QS,,,10.4
UNI00627,University of Kwazulu-Natal,South Africa,2024,QS,,,12.9
UNI00707,University of Ljubljana,Slovenia,2024,QS,,,20.0
UNI00699,University of the Basque Country,Spain,2024,QS,,,19.4
UNI00709,Zhengzhou University,China (Mainland),2024,QS,,,5.4
UNI00573,Ajou University,South Korea,2024,QS,,,15.5
UNI00287,Boston College,United States,2024,QS,,,20.5
UNI00712,Jinan University (China),China (Mainland),2024,QS,,,5.6
UNI00713,PalackÃ½ University Olomouc,Czech Republic,2024,QS,,,15.0
UNI00714,Ritsumeikan University,Japan,2024,QS,,,15.2
UNI00715,Saint Joseph University of Beirut (USJ),Lebanon,2024,QS,,,9.2
UNI00716,Universidad Central de Venezuela,Venezuela,2024,QS,,,23.1
UNI00717,UniversitÃ© de Lille,France,2024,QS,,,25.3
UNI00719,University of New Mexico,United States,2024,QS,,,11.6
UNI00722,Far Eastern Federal University,Russia,2024,QS,,,10.6
UNI00417,Free University of Bozen-Bolzano,Italy,2024,QS,,,5.0
UNI00724,Kazakh National Agrarian University KazNAU,Kazakhstan,2024,QS,,,17.4
UNI00725,"Lingnan University, Hong Kong",Hong Kong SAR,2024,QS,,,9.3
UNI00635,Memorial University of Newfoundland,Canada,2024,QS,,,7.0
UNI00726,New Jersey Institute of Technology (NJIT),United States,2024,QS,,,3.9
UNI00727,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,2024,QS,,,5.5
UNI00728,The New School,United States,2024,QS,,,15.9
UNI00729,Universidad de La Habana,Cuba,2024,QS,,,19.5
UNI00574,University of Bradford,United Kingdom,2024,QS,,,8.7
UNI00613,University of Houston,United States,2024,QS,,,13.9
