university_id,year,global_ranking_score,research_impact_score,student_staff_ratio,faculty_student_ratio_score,international_student_percentage,academic_reputation_score,research_productivity_index
U1381,2024,,4.3,15.6,55.80307001123175,3.0,6.1,15.04
U1382,2024,,2.7,,,,5.2,
U1383,2024,,2.7,,,,6.2,
U1384,2024,,3.6,,,,5.9,
U1385,2024,,3.1,11.6,78.45376263571696,4.0,5.4,11.815
U1386,2024,,6.1,,,,4.7,
U1387,2024,,4.2,15.7,55.29764133283415,2.0,6.3,18.82
U1388,2024,,3.3,22.9,23.848745788094348,0.0,6.0,13.395
U1389,2024,,3.0,,,,2.2,
U1390,2024,,1.6,,,,3.6,
U1391,2024,,3.8,14.8,60.61400224634967,5.0,5.6,16.62
U1392,2024,,9.8,,,,7.6,
U1393,2024,,6.9,,,,5.2,
U1394,2024,,1.1,,,,4.5,
U1395,2024,,1.3,11.1,80.88730812429802,15.0,5.4,6.19
U1396,2024,,5.8,21.3,28.828154249344816,8.0,4.9,18.105
U1397,2024,,4.2,10.9,81.50505428678397,5.0,3.9,11.72
U1398,2024,,1.4,,,,11.7,
U1399,2024,,1.3,,,,4.0,
U1400,2024,,9.0,23.0,23.567952077873457,8.0,5.5,20.06
U1401,2024,,2.6,25.2,18.794459004118306,2.0,7.7,22.11
U1402,2024,,1.4,12.4,74.11081991763385,12.0,3.5,17.435
U1403,2024,,3.0,,,,5.7,
U1404,2024,,3.0,,,,3.6,
U1405,2024,,2.9,,,,5.2,
U1406,2024,,2.9,,,,3.7,
U1407,2024,,1.1,,,,5.3,
U1408,2024,,2.4,,,,6.8,
U1409,2024,,1.7,,,,5.2,
U1410,2024,,3.7,14.8,60.61400224634967,1.0,3.0,
U1411,2024,,4.1,,,,3.4,
U1412,2024,,10.7,,,,4.1,
U1413,2024,,3.0,,,,6.2,
U1414,2024,,2.3,,,,6.6,
U1415,2024,,1.3,14.2,64.30175964058404,4.0,3.3,6.82
U1416,2024,,1.0,,,,7.0,
U1417,2024,,2.4,24.7,19.5806813927368,4.0,4.1,8.135
U1418,2024,,1.9,16.5,50.33695245226507,3.0,3.6,13.085
U1419,2024,,1.0,,,,7.6,
U1420,2024,,1.4,21.5,28.229127667540244,5.0,5.5,6.805
U1421,2024,,1.1,,,,7.1,
U1422,2024,,1.9,18.3,41.276675402470985,1.0,6.6,8.135
U1423,2024,,1.4,15.2,57.88094346686634,1.0,5.8,11.2
U1424,2024,,1.5,,,,7.0,
U1425,2024,,2.8,16.5,50.33695245226507,4.0,2.7,17.915
U1426,2024,,1.5,,,,4.9,
U1427,2024,,2.0,,,,4.2,
U1428,2024,,3.9,13.0,71.19056533133659,1.0,4.1,14.614999999999998
U1429,2024,,1.3,,,,7.0,
U1430,2024,,1.2,22.1,26.095095469861477,4.0,5.1,9.37
U1431,2024,,3.3,26.6,15.930363159865225,7.0,4.6,16.38
U1432,2024,,4.3,,,,5.0,
U1433,2024,,5.1,29.7,11.774616248596026,5.0,4.5,14.65
U1434,2024,,2.8,18.8,38.581055784350426,2.0,6.3,11.055
U1435,2024,,1.8,,,,4.7,
U1436,2024,,4.5,18.6,39.666791463871206,12.0,3.5,13.325
U1437,2024,,1.4,,,,9.7,
U1438,2024,,1.7,30.5,10.950954698614757,4.0,6.3,12.065
U1439,2024,,4.2,,,,3.8,
U1440,2024,,7.2,,,,3.0,
U1441,2024,,1.4,,,,6.4,
U1442,2024,,2.5,21.9,26.900037439161363,1.0,6.3,
U1443,2024,,2.8,,,,8.6,
U1444,2024,,1.2,,,,3.1,
U1445,2024,,1.5,,,,6.6,
U1446,2024,,3.1,25.5,18.232871583676523,1.0,5.3,19.135
U1447,2024,,2.1,,,,4.4,
U1448,2024,,2.4,,,,5.9,
U1449,2024,,2.4,,,,5.5,
U1450,2024,,1.6,,,,3.5,
U1451,2024,,2.0,,,,4.6,
U1452,2024,,1.1,,,,3.9,
U1453,2024,,1.6,20.3,32.590789966304754,1.0,6.1,
U1454,2024,,2.8,,,,3.4,
U1455,2024,,1.5,,,,4.5,
U1456,2024,,4.8,,,,4.1,
U1457,2024,,1.7,,,,4.4,
U1458,2024,,1.5,,,,4.9,
U1459,2024,,1.0,17.1,47.15462373642831,0.0,4.7,
U1460,2024,,3.2,21.3,28.828154249344816,1.0,4.8,18.665
U1461,2024,,1.4,,,,11.8,
U1462,2024,,2.0,,,,7.2,
U1463,2024,,2.8,,,,7.1,
U1464,2024,,1.3,,,,6.0,
U1465,2024,,5.6,,,,4.0,
U1466,2024,,1.3,,,,6.1,
U1467,2024,,2.2,,,,6.5,
U1468,2024,,1.3,,,,3.3,
U1469,2024,,1.8,,,,3.6,
U1470,2024,,1.7,,,,7.9,
U1471,2024,,1.1,,,,3.8,
U1472,2024,,2.0,,,,4.1,
U1473,2024,,1.7,,,,6.7,
U1474,2024,,1.6,,,,7.4,
U1475,2024,,1.3,,,,5.1,
U1476,2024,,1.5,,,,6.4,
U1477,2024,,1.2,,,,5.2,
U1478,2024,,1.5,35.4,6.55185323848746,1.0,6.1,
U1479,2024,,1.6,,,,6.0,
U1480,2024,,2.7,21.8,27.293148633470608,0.0,2.2,
U1481,2024,,1.1,,,,4.9,
U1482,2024,,1.9,,,,3.8,
U1483,2024,,1.4,,,,7.7,
U1484,2024,,1.7,11.5,78.99663047547735,1.0,3.7,8.454999999999998
U1485,2024,,3.3,,,,3.9,
U1486,2024,,3.1,,,,4.1,
U1487,2024,,4.2,,,,3.8,
U1488,2024,,3.5,,,,3.8,
U1489,2024,,2.1,,,,2.9,
U1490,2024,,2.6,,,,3.6,
U1491,2024,,1.3,22.0,26.46948708348933,1.0,8.1,9.09
U1492,2024,,1.6,,,,7.1,
U1493,2024,,1.1,,,,5.5,
U1494,2024,,1.9,,,,6.6,
U1495,2024,,1.5,,,,5.6,
U1496,2024,,2.1,20.9,30.10108573567952,4.0,4.5,11.165
U1497,2024,,1.3,13.1,70.46050168476225,0.0,4.7,9.93
U1498,2024,,1.1,24.0,21.35904155746912,0.0,6.4,
U1499,2024,,6.1,,,,3.0,
U1500,2024,,1.9,17.5,45.05803070011232,6.0,5.6,14.62
U1501,2024,,1.8,,,,7.2,
U1502,2024,,3.9,,,,4.1,
U1503,2024,,3.5,,,,2.6,
U1504,2024,,,8.0,93.14863347061024,33.0,,97.65833333333332
U1505,2024,,,6.1,96.9299887682516,33.0,,97.125
U1506,2024,,,17.9,43.20479221265444,22.0,,98.88333333333334
U1507,2024,,,15.4,56.77648820666417,43.0,,96.3
U1508,2024,,,6.2,96.81767128416324,36.0,,93.86666666666666
U1509,2024,,,9.6,87.81355297641333,15.0,,93.775
U1510,2024,,,20.0,33.78884312991389,24.0,,94.58333333333334
U1511,2024,,,11.8,77.51778360164732,42.0,,88.54166666666667
U1512,2024,,,11.5,78.99663047547735,46.0,,85.58333333333334
U1513,2024,,,16.7,49.2137776113815,27.0,,86.56666666666666
U1514,2024,,,13.5,67.83976038936727,64.0,,80.325
U1515,2024,,,12.0,76.3010108573568,19.0,,86.4
U1516,2024,,,18.3,41.276675402470985,43.0,,82.34166666666667
U1517,2024,,,25.1,18.906776488206667,47.0,,82.10833333333333
U1518,2024,,,13.9,65.87420441782103,53.0,,84.51666666666667
U1519,2024,,,33.5,8.03070011231748,18.0,,83.21666666666667
U1520,2024,,,15.0,59.06027704979409,22.0,,77.13333333333334
U1521,2024,,,12.6,73.23099962560839,72.0,,82.62500000000001
U1522,2024,,,13.3,69.18757019842757,20.0,,76.92500000000001
U1523,2024,,,9.9,86.42830400599027,27.0,,79.31666666666668
U1524,2024,,,15.6,55.80307001123175,45.0,,77.93333333333332
U1525,2024,,,18.8,38.581055784350426,25.0,,76.54166666666667
U1526,2024,,,15.1,58.36765256458255,48.0,,75.75
U1527,2024,,,7.3,94.92699363534255,22.0,,73.99166666666666
U1528,2024,,,27.5,14.732309996256088,18.0,,78.11666666666667
U1529,2024,,,7.7,93.72894047173344,8.0,,74.3
U1530,2024,,,13.9,65.87420441782103,17.0,,70.55
U1531,2024,,,10.7,82.4971920628978,8.0,,70.63333333333333
U1532,2024,,,36.6,5.952826656682886,40.0,,71.44166666666666
U1533,2024,,,11.8,77.51778360164732,9.0,,70.45833333333333
U1534,2024,,,18.3,41.276675402470985,17.0,,68.00833333333333
U1535,2024,,,54.5,1.3852489704230586,18.0,,71.65833333333333
U1536,2024,,,44.5,2.714339198801952,17.0,,71.03333333333335
U1537,2024,,,17.5,45.05803070011232,21.0,,69.35000000000001
U1538,2024,,,27.1,15.31261699737926,14.0,,70.04166666666667
U1539,2024,,,11.4,79.44590041183078,11.0,,67.575
U1540,2024,,,41.5,3.631598652190193,20.0,,69.2
U1541,2024,,,15.4,56.77648820666417,40.0,,67.33333333333333
U1542,2024,,,14.4,63.38450018719581,44.0,,67.47500000000001
U1543,2024,,,36.4,6.027704979408465,31.0,,68.18333333333334
U1544,2024,,,14.2,64.30175964058404,15.0,,69.11666666666667
U1545,2024,,,13.3,69.18757019842757,14.0,,63.73333333333333
U1546,2024,,,34.4,7.450393111194309,17.0,,65.84166666666667
U1547,2024,,,22.2,25.795582178959187,34.0,,64.73333333333333
U1548,2024,,,58.5,0.9734181954324184,13.0,,66.425
U1549,2024,,,49.6,1.7409210033695222,29.0,,64.97500000000001
U1550,2024,,,20.5,31.54249344814676,25.0,,63.34166666666666
U1551,2024,,,18.2,41.913141145638335,12.0,,67.79166666666667
U1552,2024,,,5.4,97.49157618869336,10.0,,65.39166666666667
U1553,2024,,,19.4,36.70909771621116,19.0,,61.99166666666667
U1554,2024,,,24.4,20.27330587794833,31.0,,63.45
U1555,2024,,,15.3,57.35679520778735,11.0,,65.67500000000001
U1556,2024,,,19.9,34.18195432422314,7.0,,65.63333333333333
U1557,2024,,,24.7,19.5806813927368,11.0,,62.05833333333334
U1558,2024,,,29.4,12.354923249719208,17.0,,62.85
U1559,2024,,,8.9,90.49045301385247,11.0,,60.433333333333344
U1560,2024,,,37.3,5.466117558966676,20.0,,63.44166666666666
U1561,2024,,,7.4,94.51516286035194,11.0,,59.39166666666668
U1562,2024,,,38.3,4.867090977162114,12.0,,63.150000000000006
U1563,2024,,,16.6,49.81280419318608,28.0,,64.66666666666667
U1564,2024,,,19.7,35.09921377761138,14.0,,63.40833333333334
U1565,2024,,,57.1,1.0857356795207829,14.0,,64.06666666666666
U1566,2024,,,9.6,87.81355297641333,17.0,,57.508333333333326
U1567,2024,,,41.9,3.44440284537626,13.0,,61.26666666666668
U1568,2024,,,25.1,18.906776488206667,5.0,,62.46666666666668
U1569,2024,,,26.4,16.435791838262826,13.0,,60.65833333333334
U1570,2024,,,12.3,74.69112691875702,12.0,,57.775
U1571,2024,,,37.9,5.110445526020213,14.0,,61.85
U1572,2024,,,13.2,69.89891426432048,13.0,,59.48333333333333
U1573,2024,,,18.9,38.169225009359785,14.0,,58.583333333333336
U1574,2024,,,14.5,62.67315612130289,14.0,,56.61666666666667
U1575,2024,,,11.3,79.95132909022837,10.0,,56.37499999999999
U1576,2024,,,11.4,79.44590041183078,18.0,,53.10833333333333
U1577,2024,,,8.5,91.65106701609884,15.0,,58.53333333333333
U1578,2024,,,51.7,1.5537251965555998,30.0,,61.04166666666667
U1579,2024,,,15.5,56.34593785099214,29.0,,57.708333333333336
U1580,2024,,,8.4,91.96929988768252,30.0,,55.7
U1581,2024,,,11.6,78.45376263571696,21.0,,51.425
U1582,2024,,,31.3,10.146012729314869,16.0,,58.25833333333333
U1583,2024,,,14.1,64.78846873830027,32.0,,58.475
U1584,2024,,,26.5,16.15499812804193,7.0,,57.5
U1585,2024,,,22.7,24.50393111194309,13.0,,60.05
U1586,2024,,,38.1,4.941969299887683,16.0,,59.57500000000001
U1587,2024,,,17.2,46.63047547734931,41.0,,59.12500000000001
U1588,2024,,,11.2,80.49419692998877,17.0,,54.366666666666674
U1589,2024,,,7.4,94.51516286035194,20.0,,56.125
U1590,2024,,,13.9,65.87420441782103,2.0,,59.28333333333334
U1591,2024,,,9.0,90.00374391613629,1.0,,62.46666666666666
U1592,2024,,,35.1,6.776488206664166,23.0,,58.558333333333344
U1593,2024,,,14.3,63.87120928491201,21.0,,56.54166666666666
U1594,2024,,,30.1,11.269187570198424,13.0,,54.41666666666666
U1595,2024,,,17.9,43.20479221265444,18.0,,57.10833333333333
U1596,2024,,,24.1,21.04080868588544,11.0,,53.30833333333334
U1597,2024,,,9.3,88.84312991388992,41.0,,53.60833333333333
U1598,2024,,,13.9,65.87420441782103,3.0,,54.47500000000001
U1599,2024,,,34.5,7.300636465743171,11.0,,55.69166666666667
U1600,2024,,,10.2,85.00561587420442,22.0,,50.9
U1601,2024,,,12.9,71.86447023586672,44.0,,54.425
U1602,2024,,,25.9,17.37177087233246,16.0,,52.29166666666667
U1603,2024,,,23.9,21.677274429052783,67.0,,55.391666666666666
U1604,2024,,,46.7,2.171471359041554,16.0,,57.325
U1605,2024,,,12.8,72.40733807562711,37.0,,48.25833333333334
U1606,2024,,,9.9,86.42830400599027,13.0,,56.66666666666667
U1607,2024,,,10.5,83.60164732309995,19.0,,51.24166666666667
U1608,2024,,,25.3,18.66342193934856,20.0,,55.16666666666667
U1609,2024,,,14.0,65.27517783601647,67.0,,50.4
U1610,2024,,,19.0,37.776113815050536,31.0,,49.725
U1611,2024,,,13.9,65.87420441782103,5.0,,56.64999999999999
U1612,2024,,,14.7,61.25046798951704,7.0,,57.16666666666666
U1613,2024,,,12.3,74.69112691875702,4.0,,53.958333333333336
U1614,2024,,,19.5,36.09135155372519,13.0,,51.41666666666666
U1615,2024,,,17.2,46.63047547734931,12.0,,51.6
U1616,2024,,,14.7,61.25046798951704,7.0,,57.63333333333333
U1617,2024,,,27.5,14.732309996256088,23.0,,57.21666666666667
U1618,2024,,,16.0,53.46312242605767,41.0,,52.3
U1619,2024,,,8.9,90.49045301385247,5.0,,49.88333333333333
U1620,2024,,,23.7,22.107824784724823,48.0,,48.6
U1621,2024,,,23.9,21.677274429052783,8.0,,53.42499999999999
U1622,2024,,,29.2,12.61699737925871,20.0,,52.86666666666667
U1623,2024,,,20.5,31.54249344814676,15.0,,51.891666666666666
U1624,2024,,,0.9,99.77536503182328,3.0,,50.63333333333334
U1625,2024,,,31.5,9.99625608386372,9.0,,53.3
U1626,2024,,,24.0,21.35904155746912,20.0,,50.5
U1627,2024,,,16.1,52.639460876076384,31.0,,50.00833333333333
U1628,2024,,,13.1,70.46050168476225,18.0,,54.00833333333334
U1629,2024,,,4.7,97.9782852864096,8.0,,53.19166666666667
U1630,2024,,,13.1,70.46050168476225,12.0,,54.425
U1631,2024,,,17.0,47.69749157618869,3.0,,53.64166666666667
U1632,2024,,,24.4,20.27330587794833,7.0,,55.19166666666667
U1633,2024,,,13.4,68.43878697117185,15.0,,49.23333333333333
U1634,2024,,,18.9,38.169225009359785,3.0,,49.04166666666666
U1635,2024,,,4.5,98.09060277049794,7.0,,52.86666666666667
U1636,2024,,,15.7,55.29764133283415,6.0,,52.04166666666667
U1637,2024,,,42.4,3.3320853612879064,11.0,,52.375
U1638,2024,,,29.8,11.531261699737929,5.0,,53.125
U1639,2024,,,19.5,36.09135155372519,2.0,,52.71666666666668
U1640,2024,,,10.0,86.0539123923624,33.0,,46.34166666666667
U1641,2024,,,20.5,31.54249344814676,11.0,,51.06666666666667
U1642,2024,,,12.9,71.86447023586672,33.0,,46.16666666666667
U1643,2024,,,10.7,82.4971920628978,6.0,,52.575
U1644,2024,,,22.7,24.50393111194309,13.0,,47.708333333333336
U1645,2024,,,21.6,27.94833395731936,15.0,,51.88333333333334
U1646,2024,,,23.9,21.677274429052783,21.0,,51.575
U1647,2024,,,29.5,12.092849120179704,4.0,,54.93333333333334
U1648,2024,,,17.7,44.04717334331711,46.0,,47.36666666666667
U1649,2024,,,11.3,79.95132909022837,14.0,,48.525
U1650,2024,,,19.6,35.49232497192063,9.0,,50.10833333333333
U1651,2024,,,18.4,40.69636840134781,1.0,,48.958333333333336
U1652,2024,,,22.2,25.795582178959187,3.0,,47.075
U1653,2024,,,14.8,60.61400224634967,39.0,,40.56666666666667
U1654,2024,,,22.4,25.32759266192437,23.0,,44.06666666666666
U1655,2024,,,12.7,72.85660801198053,14.0,,42.891666666666666
U1656,2024,,,16.2,52.09659303631599,5.0,,49.49166666666667
U1657,2024,,,22.1,26.095095469861477,83.0,,41.31666666666667
U1658,2024,,,8.7,91.18307749906404,39.0,,40.88333333333334
U1659,2024,,,16.0,53.46312242605767,15.0,,45.7
U1660,2024,,,21.1,29.48333957319356,8.0,,48.19166666666667
U1661,2024,,,10.5,83.60164732309995,3.0,,41.06666666666667
U1662,2024,,,9.4,88.50617746162486,37.0,,39.45833333333333
U1663,2024,,,10.8,82.01048296518158,13.0,,44.1
U1664,2024,,,20.8,30.381879445900417,16.0,,44.9
U1665,2024,,,10.1,85.62336203669038,18.0,,40.675
U1666,2024,,,32.7,8.704605016847623,14.0,,46.98333333333333
U1667,2024,,,12.3,74.69112691875702,3.0,,42.66666666666667
U1668,2024,,,9.2,89.25496068888057,28.0,,41.583333333333336
U1669,2024,,,16.6,49.81280419318608,9.0,,47.93333333333333
U1670,2024,,,11.8,77.51778360164732,21.0,,43.4
U1671,2024,,,14.5,62.67315612130289,24.0,,42.54166666666666
U1672,2024,,,58.2,1.029576937476595,13.0,,49.0
U1673,2024,,,31.9,9.378509921377765,15.0,,48.24166666666667
U1674,2024,,,15.0,59.06027704979409,3.0,,48.175
U1675,2024,,,17.4,45.56345937850992,11.0,,48.208333333333336
U1676,2024,,,10.3,84.5001871958068,32.0,,43.575
U1677,2024,,,12.1,75.739423436915,28.0,,41.21666666666667
U1678,2024,,,7.3,94.92699363534255,6.0,,43.21666666666667
U1679,2024,,,16.9,48.221639835267695,5.0,,45.641666666666666
U1680,2024,,,8.9,90.49045301385247,10.0,,44.391666666666666
U1681,2024,,,22.9,23.848745788094348,15.0,,44.99166666666667
U1682,2024,,,13.8,66.39835267690005,12.0,,52.958333333333336
U1683,2024,,,11.5,78.99663047547735,30.0,,45.14166666666667
U1684,2024,,,18.8,38.581055784350426,4.0,,53.78333333333333
U1685,2024,,,18.2,41.913141145638335,13.0,,43.141666666666666
U1686,2024,,,8.7,91.18307749906404,20.0,,41.06666666666667
U1687,2024,,,24.1,21.04080868588544,41.0,,44.84166666666667
U1688,2024,,,31.7,9.715462373642836,5.0,,43.8
U1689,2024,,,26.7,15.743167353051293,0.0,,51.875
U1690,2024,,,0.3,99.96256083863722,26.0,,43.833333333333336
U1691,2024,,,29.5,12.092849120179704,7.0,,43.175
U1692,2024,,,22.0,26.46948708348933,18.0,,44.025
U1693,2024,,,25.6,18.02695619618121,11.0,,47.24166666666667
U1694,2024,,,18.6,39.666791463871206,7.0,,45.458333333333336
U1695,2024,,,20.5,31.54249344814676,20.0,,40.16666666666666
U1696,2024,,,20.0,33.78884312991389,14.0,,46.425
U1697,2024,,,8.6,91.42643204792212,18.0,,36.725
U1698,2024,,,34.8,6.926244852115316,5.0,,45.48333333333333
U1699,2024,,,12.6,73.23099962560839,17.0,,40.59166666666667
U1700,2024,,,26.4,16.435791838262826,23.0,,36.375
U1701,2024,,,15.0,59.06027704979409,30.0,,43.925
U1702,2024,,,22.5,24.990640209659297,7.0,,48.9
U1703,2024,,,20.5,31.54249344814676,2.0,,48.18333333333333
U1704,2024,,,17.4,45.56345937850992,19.0,,43.04166666666667
U1705,2024,,,21.1,29.48333957319356,3.0,,47.71666666666667
U1706,2024,,,24.5,20.029951329090224,9.0,,42.7
U1707,2024,,,21.5,28.229127667540244,6.0,,47.00833333333333
U1708,2024,,,13.9,65.87420441782103,3.0,,44.66666666666667
U1709,2024,,,2.0,99.32609509546984,7.0,,41.98333333333333
U1710,2024,,,13.0,71.19056533133659,54.0,,43.958333333333336
U1711,2024,,,16.1,52.639460876076384,22.0,,44.825
U1712,2024,,,17.8,43.5604642456009,20.0,,45.28333333333334
U1713,2024,,,43.0,3.070011231748404,1.0,,48.14166666666667
U1714,2024,,,11.3,79.95132909022837,27.0,,39.12500000000001
U1715,2024,,,13.3,69.18757019842757,13.0,,42.55
U1716,2024,,,2.1,99.25121677274429,1.0,,40.78333333333333
U1717,2024,,,12.9,71.86447023586672,0.0,,45.675
U1718,2024,,,15.8,54.867090977162114,3.0,,47.425
U1719,2024,,,9.3,88.84312991388992,2.0,,39.266666666666666
U1720,2024,,,19.4,36.70909771621116,3.0,,45.425
U1721,2024,,,26.4,16.435791838262826,3.0,,46.125
U1722,2024,,,19.6,35.49232497192063,18.0,,39.625
U1723,2024,,,10.8,82.01048296518158,9.0,,39.99166666666667
U1724,2024,,,10.6,83.05877948333958,8.0,,41.55833333333333
U1725,2024,,,13.7,66.7540247098465,9.0,,46.475
U1726,2024,,,35.4,6.55185323848746,10.0,,45.425
U1727,2024,,,12.5,73.66154998128043,13.0,,41.39166666666667
U1728,2024,,,22.8,24.18569824035942,0.0,,40.85
U1729,2024,,,12.8,72.40733807562711,0.0,,41.25
U1730,2024,,,11.5,78.99663047547735,12.0,,32.46666666666667
U1731,2024,,,15.8,54.867090977162114,0.0,,34.46666666666667
U1732,2024,,,40.8,3.8000748783227234,7.0,,43.41666666666666
U1733,2024,,,18.6,39.666791463871206,4.0,,43.875
U1734,2024,,,11.7,77.94833395731936,0.0,,36.375
U1735,2024,,,20.0,33.78884312991389,2.0,,45.34166666666667
U1736,2024,,,17.4,45.56345937850992,18.0,,40.2
U1737,2024,,,18.2,41.913141145638335,0.0,,39.016666666666666
U1738,2024,,,23.5,22.61325346312243,2.0,,39.43333333333334
U1739,2024,,,28.9,12.86035192811681,2.0,,38.516666666666666
U1740,2024,,,24.0,21.35904155746912,1.0,,43.73333333333334
U1741,2024,,,38.6,4.792212654436545,0.0,,43.46666666666667
U1742,2024,,,4.9,97.90340696368402,5.0,,39.60833333333333
U1743,2024,,,28.0,13.983526769000376,0.0,,43.55833333333333
U1744,2024,,,11.2,80.49419692998877,6.0,,30.666666666666664
U1745,2024,,,12.9,71.86447023586672,11.0,,37.69166666666666
U1746,2024,,,15.3,57.35679520778735,14.0,,37.516666666666666
U1747,2024,,,16.4,50.86110071134407,24.0,,28.575
U1748,2024,,,9.8,86.95245226506927,24.0,,32.69166666666666
U1749,2024,,,14.8,60.61400224634967,14.0,,34.625
U1750,2024,,,18.4,40.69636840134781,3.0,,42.1
U1751,2024,,,19.4,36.70909771621116,2.0,,41.88333333333333
U1752,2024,,,12.8,72.40733807562711,4.0,,35.18333333333334
U1753,2024,,,13.5,67.83976038936727,1.0,,36.29166666666666
U1754,2024,,,16.8,48.68962935230251,38.0,,39.74166666666667
U1755,2024,,,33.2,8.348932983901157,1.0,,41.7
U1756,2024,,,31.7,9.715462373642836,2.0,,40.55
U1757,2024,,,26.5,16.15499812804193,0.0,,43.50000000000001
U1758,2024,,,19.0,37.776113815050536,0.0,,44.425
U1759,2024,,,44.9,2.583302134032195,3.0,,46.35833333333333
U1760,2024,,,11.3,79.95132909022837,4.0,,37.525000000000006
U1761,2024,,,25.8,17.63384500187196,5.0,,41.6
U1762,2024,,,18.0,42.83040059902659,1.0,,35.72500000000001
U1763,2024,,,16.7,49.2137776113815,0.0,,38.93333333333334
U1764,2024,,,18.8,38.581055784350426,1.0,,43.475
U1765,2024,,,27.5,14.732309996256088,5.0,,46.741666666666674
U1766,2024,,,18.3,41.276675402470985,7.0,,42.35833333333333
U1767,2024,,,8.3,92.30625233994758,10.0,,32.275
U1768,2024,,,26.7,15.743167353051293,17.0,,44.28333333333334
U1769,2024,,,18.5,40.24709846499438,3.0,,39.91666666666666
U1770,2024,,,9.4,88.50617746162486,6.0,,40.516666666666666
U1771,2024,,,13.0,71.19056533133659,13.0,,43.825
U1772,2024,,,10.3,84.5001871958068,20.0,,33.94166666666667
U1773,2024,,,5.0,97.82852864095844,3.0,,34.68333333333333
U1774,2024,,,22.0,26.46948708348933,19.0,,35.24166666666667
U1775,2024,,,28.4,13.421939348558588,2.0,,42.73333333333333
U1776,2024,,,20.5,31.54249344814676,3.0,,40.25
U1777,2024,,,12.3,74.69112691875702,10.0,,34.84166666666667
U1778,2024,,,13.0,71.19056533133659,1.0,,30.825
U1779,2024,,,10.7,82.4971920628978,2.0,,34.7
U1780,2024,,,31.5,9.99625608386372,13.0,,37.95
U1781,2024,,,20.0,33.78884312991389,16.0,,35.19166666666666
U1782,2024,,,17.3,46.10632721827032,0.0,,40.975
U1783,2024,,,13.5,67.83976038936727,8.0,,39.208333333333336
U1784,2024,,,9.1,89.62935230250842,12.0,,30.08333333333333
U1785,2024,,,28.9,12.86035192811681,5.0,,44.68333333333333
U1786,2024,,,9.0,90.00374391613629,4.0,,35.2
U1787,2024,,,12.4,74.11081991763385,1.0,,34.56666666666666
U1788,2024,,,14.9,59.86521901909397,12.0,,39.03333333333333
U1789,2024,,,22.2,25.795582178959187,12.0,,38.24166666666667
U1790,2024,,,16.5,50.33695245226507,1.0,,45.45
U1791,2024,,,13.5,67.83976038936727,3.0,,38.24166666666666
U1792,2024,,,18.7,39.04904530138524,29.0,,31.70833333333333
U1793,2024,,,9.3,88.84312991388992,5.0,,40.98333333333333
U1794,2024,,,12.0,76.3010108573568,21.0,,33.80833333333334
U1795,2024,,,20.6,31.093223511793333,4.0,,38.74166666666667
U1796,2024,,,16.3,51.535005615874205,2.0,,41.25
U1797,2024,,,29.2,12.61699737925871,86.0,,38.71666666666666
U1798,2024,,,23.2,23.268438786971167,4.0,,41.891666666666666
U1799,2024,,,15.0,59.06027704979409,14.0,,40.583333333333336
U1800,2024,,,13.2,69.89891426432048,3.0,,40.475
U1801,2024,,,14.3,63.87120928491201,6.0,,34.275
U1802,2024,,,8.2,92.62448521153128,12.0,,35.24166666666667
U1803,2024,,,19.9,34.18195432422314,4.0,,37.225
U1804,2024,,,18.2,41.913141145638335,2.0,,37.4
U1805,2024,,,30.1,11.269187570198424,8.0,,41.04166666666667
U1806,2024,,,33.5,8.03070011231748,8.0,,38.01666666666667
U1807,2024,,,96.5,0.2995132909022868,6.0,,42.24166666666667
U1808,2024,,,15.6,55.80307001123175,5.0,,45.583333333333336
U1809,2024,,,11.2,80.49419692998877,26.0,,33.166666666666664
U1810,2024,,,32.4,8.873081242980152,1.0,,45.76666666666667
U1811,2024,,,9.8,86.95245226506927,20.0,,30.86666666666666
U1812,2024,,,9.8,86.95245226506927,13.0,,36.125
U1813,2024,,,14.5,62.67315612130289,14.0,,37.66666666666667
U1814,2024,,,11.9,76.97491576188693,2.0,,40.66666666666666
U1815,2024,,,1.6,99.5132909022838,2.0,,36.725
U1816,2024,,,15.1,58.36765256458255,1.0,,45.775
U1817,2024,,,24.2,20.74129539498315,10.0,,45.70833333333333
U1818,2024,,,46.5,2.227630101085732,5.0,,39.05
U1819,2024,,,15.8,54.867090977162114,15.0,,42.60833333333333
U1820,2024,,,24.7,19.5806813927368,2.0,,39.59166666666667
U1821,2024,,,13.4,68.43878697117185,1.0,,38.458333333333336
U1822,2024,,,14.6,61.92437289404717,6.0,,36.76666666666667
U1823,2024,,,38.1,4.941969299887683,2.0,,42.03333333333333
U1824,2024,,,7.1,95.45114189442155,1.0,,38.36666666666667
U1825,2024,,,8.0,93.14863347061024,4.0,,34.15
U1826,2024,,,29.9,11.40022463496818,13.0,,40.98333333333333
U1827,2024,,,18.9,38.169225009359785,3.0,,39.28333333333334
U1828,2024,,,11.0,81.14938225383752,11.0,,39.0
U1829,2024,,,5.5,97.37925870460502,8.0,,40.50833333333333
U1830,2024,,,22.1,26.095095469861477,8.0,,38.29166666666667
U1831,2024,,,11.4,79.44590041183078,14.0,,39.39166666666667
U1832,2024,,,6.2,96.81767128416324,12.0,,33.416666666666664
U1833,2024,,,31.9,9.378509921377765,11.0,,39.25
U1834,2024,,,15.1,58.36765256458255,1.0,,42.275
